drug_id,drug_name,drug_smiles
DZTX12,ASC-J9,COC1=C(C=C(C=C1)C=CC(=CC(=O)C=CC2=CC(=C(C=C2)OC)OC)O)OC
D05HFY,Acenocoumarol,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
D07VIB,Tecarfarin,CC(C(F)(F)F)(C(F)(F)F)OC(=O)C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O
D0E3OF,Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
D0QV5T,Phenprocoumon,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
D0QF6E,Tridegin,
D0D7UD,AS-013,CCCCCC(C=CC1C(CC(=C1CCCCCCC(=O)OCCCC)OC(=O)CCC)O)O
D0XJ6C,DIAPLASININ,CCCCCC1=C(N(C2=CC=CC=C21)CC3=CC=CC=C3)C4=CC5=C(C=C4)C=C(C=C5)OCC6=NNN=N6
D0F7ZH,FXI-AS1,
DB6XD8,BMS-986177,CC1CCCC(C2=NC=CC(=C2)C3=C(C=NN3C(F)F)NC1=O)N4C=NC(=CC4=O)C5=C(C=CC(=C5)Cl)N6C=C(N=N6)Cl
DD2C5E,IONIS-416858,
D02TDV,ZK-001,
D05HFU,TGX-6B4,
D0G5UW,Saruplase,
D0B6QO,NPI-1999,
D0HX1T,DA-697b,
D04PBH,CONTIGOSIDE B,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
D0F7FX,AZD-9684,CC(C(CC1=CN=C(C=C1)N)C(=O)O)S
D0QK2E,SCH-205831,CC1C2C(CC3CCCCC3C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)C(F)(F)F)C(=O)O1
D0Z4NX,FR-171113,COC(=O)C=C1C(=O)N(C(=NC(=O)C2=C(C=C(C=C2)Cl)Cl)S1)C3=CC=C(C=C3)Cl
D5EP4C,ION547,
D07MWY,XR-1853,CN(C)CCOC1=CC=C(C=C1)C=C2C(=O)NC(=CC3=CC=CC=C3)C(=O)N2
D0J9JQ,XR-5082,CN(C)CCSC1=CC=C(C=C1)C=C2C(=O)NC(=CC3=CC=CC=C3)C(=O)N2
D0Z0KE,BX-044,
D07LPT,EP-7041,CC(C1CCCCCCC1)NC(=O)N2C(C(C2=O)CC3=CC(=NC=C3)N)C(=O)O
DZD7W6,MK-2060,
D09QBG,Cangrelor,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O
D0KE4Z,ARL-67085,CCCSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O)N
D0N0TZ,Clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
D06YXD,Taprostene,C1CCC(CC1)C(C=CC2C(CC3C2CC(=CC4=CC(=CC=C4)C(=O)O)O3)O)O
D02PYB,SDZ-GPI-562,
D05JXR,SC-52012,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N
D09AFJ,SR-121787,CCOC(=O)CCN(C1CCN(CC1)CC(=O)OCC)C2=NC(=CS2)C3=CC=C(C=C3)C(=NC(=O)OCC)N
D0C7JH,TP-9201,CC(=O)NC1CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C2CCCN2C(=O)C(NC1=O)CC(=O)N)CCCN=C(N)N)CC(=O)O)CC3=CC=C(C=C3)OC)CCCN=C(N)N)C(=O)N
D0D7GE,TAK-029,COC(=O)CC1C(=O)N(CCN1C(=O)CNC(=O)C2=CC=C(C=C2)C(=N)N)CC(=O)O
D0F8QM,FR-158999,CC(C)C(C(=O)N1CCS(=O)(=O)CC1)NC(=O)C(CC(=O)O)NC(=O)CCCOC2=CC=C(C=C2)C(=N)N
D0H1PN,ME-3277,C1CNCC2=C1SC(=C2)C(=O)NCC(=O)C3=CC(=C(C=C3)OCC(=O)O)OCC(=O)O
D0H3UO,RGD-039,CCN(CC(=O)NC(CC(=O)O)C(=O)NC(CC1CCCCC1)C(=O)O)C(=O)CCCC2CCNCC2
D0I7EU,SB-208651,CN(C1=CC=C(C=C1)C(=N)N)C(=O)C2=CC3=C(CN(C(=O)C(N3)CC(=O)O)CCC4=CC=CC=C4)C=C2
D0II5S,DMP-728,CCC1C(=O)N(C(C(=O)NCC(=O)NC(C(=O)NCC2=CC(=CC=C2)C(=O)N1)CC(=O)O)CCCN=C(N)N)C.CS(=O)(=O)O
D0J6MS,BIBU-251,
D0LK9N,Fradafiban,C1C(C(=O)NC1COC2=CC=C(C=C2)C3=CC=C(C=C3)C(=N)N)CC(=O)O
D0M6YE,SKF-106760,CC(=O)NC1CSSCC(NC(=O)C(NC(=O)CNC(=O)C(N(C1=O)C)CCCN=C(N)N)CC(=O)O)C(=O)N
D0N6PV,MK-852,CC(=O)NC1CSSCC(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C2C(SCN2C(=O)C(NC1=O)CC(=O)N)(C)C)CC3=CC=C(C=C3)CN)CC(=O)O)C(=O)O
D0P8JX,L-734217,CC(CC(=O)O)NC(=O)CN1CCCC(C1=O)CCC2CCNCC2
D0S3RB,ELAROFIBAN,C1CC(CN(C1)C(=O)CCC2CCNCC2)C(=O)NC(CC(=O)O)C3=CN=CC=C3
D0U6BB,L-703014,C1CNCCC1CCCC(=O)NCC(=O)NC(CCC2=CNC3=CC=CC=C32)C(=O)O
D0VO7R,AjvW2,
D0Y0AP,GR-144053,C1CN(CCC1N2CCN(CC2)C3=CC=C(C=C3)C(=N)N)CC(=O)O
D0Z7PI,GR-233548,
D0L1LJ,Bervastatin,CCOC(=O)CC(CC(C=CC1=C(C2=CC=CC=C2OC13CCCC3)C4=CC=C(C=C4)F)O)O
D09KEB,PRT-060318,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)NC3CCCCC3N
D07OEY,ZK-118182,CC1CCCCC1C(C=CC2C(CC(C2CC=CCOCC(=O)O)Cl)O)O
D0NU6Y,192C86,CCN1C2CC(CC2N(C1=O)N=CC(C3CCCCC3)O)SCCCC(=O)O
D02WST,Unfractionated heparin,
D06LEA,MER-102,
D0C3YN,Heparin low molecular weight,
D04PGO,MDL-28133A,CS(=O)(=O)NC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=O)C3=CC=C(C=C3)F.Cl
D00VQI,SQ-30741,CCCCCCC(=O)NCC(=O)NCC1C2CCC(C1CC=CCCCC(=O)O)O2
D01HRR,Domitroban,C1CC2CC1C(C2NS(=O)(=O)C3=CC=CC=C3)CC=CCCCC(=O)O
D01LPX,Linotroban,C1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=C(S2)OCC(=O)O
D03KST,KT2-962,CC(C)C1=CC=C2C(=C(C=C2S(=O)(=O)[O-])CCCCNS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1.[Na+]
D06UCV,Z-335,C1C(CC2=C1C=CC(=C2)CC(=O)[O-])CNS(=O)(=O)C3=CC=C(C=C3)Cl.[Na+]
D0B2WK,Ifetroban sodium,CCCCCNC(=O)C1=COC(=N1)C2C3CCC(C2CC4=CC=CC=C4CCC(=O)[O-])O3.[Na+]
D0B9NA,ICI-192605,C1C(C(OC(O1)C2=CC=CC=C2Cl)C3=CC=CC=C3O)CC=CCCC(=O)O
D0H5KO,KW-3635,CC1=CC2=C(C=C1C)N(C=N2)CC=C3C4=CC=CC=C4COC5=C3C=C(C=C5)C(=O)[O-].[Na+]
D0OE2Z,ONO-8809,CCCCCCCCCCOC(=O)CCCC=CC1C2CCC(C2)C1CNS(=O)(=O)C3=CC=C(C=C3)Br
D0RU7T,G-619,COC1=C(C=C(C=C1)C(=O)N)C(=O)NCC2=CN=CC=C2
D0U7HD,SQ-33961,C1CCC(CC1)CCCCNC(=O)C2=COC(=N2)C3C4CCC(C3CC5=CC=CC=C5CCC(=O)O)O4
D0X8QI,UP-116-77,CC(C)(CC1=NC2=C(N1CC3=CC=C(C=C3)Cl)N=CC(=C2)Cl)CC(=O)O
D0Z5VQ,Terutroban sodium,CC1=C(C2=C(CC(CC2)NS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1)CCC(=O)[O-].[Na+]
D0L0MO,Satigrel,COC1=CC=C(C=C1)C(=C(CCC(=O)O)C#N)C2=CC=C(C=C2)OC
D03MCV,RB-006,COCCOC(=O)NCCCCC(C(=O)NCCCCCCOP(=O)(O)[O-])NC(=O)OCCOC.[Na+]
D0K9KS,Draculin,
D00CIF,EMD-503982,C1COCC(=O)N1C2=CC=C(C=C2)NC(=O)C3CC(CN3C(=O)NC4=CC=C(C=C4)Cl)O
D00RGF,GCC-4401,
D00ZPT,BI-11634,CC1=C(C=CC(=C1)C(=O)[N-]C(COC)C2=NC3=C(N2)C=C(C=C3)Cl)N4CCOCC4=O.[Na+]
D02UIC,SSR-128428,
D03QAQ,SN429,CC1=NN(C(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3S(=O)(=O)N)C4=CC=CC(=C4)C(=N)N
D03QJN,DPC 423,CS(=O)(=O)C1=CC=CC=C1C2=CC(=C(C=C2)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)F
D07BRZ,LY-517717,CN1CCC(CC1)N2CCN(CC2)C(=O)C(C3=CC=CC=C3)NC(=O)C4=CC5=C(C=C4)C=CN5
D09TXU,DT-831j,
D0CY3A,Idraparinux,COC1C(OC(C(C1OC)OC)OC2C(C(C(OC2C(=O)O)OC3C(OC(C(C3OS(=O)(=O)O)OS(=O)(=O)O)OC4C(C(C(OC4C(=O)O)OC5C(OC(C(C5OS(=O)(=O)O)OS(=O)(=O)O)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O
D0D5RH,TAK-442,C1CNC(=O)N(C1)C2CCN(CC2)C(=O)C(CS(=O)(=O)C3=CC4=C(C=C3)C=C(C=C4)Cl)O
D0G6UP,YM-75466,CC(=N)N1CCC(CC1)OC2=CC=C(C=C2)N(CC3=CC4=C(C=C3)C=CC(=C4)C(=N)N)S(=O)(=O)CC(=O)O.CS(=O)(=O)O
D0G6UQ,EP-42675,CC1=CC(=C(C(=C1S(=O)(=O)NC(CC(=O)NCCCC(=O)NCCOCCOCCOCCOC2C(OC(C(C2OC)OC)OC3C(C(C(OC3C(=O)O)OC4C(OC(C(C4OS(=O)(=O)O)OS(=O)(=O)O)OC5C(C(C(OC5C(=O)O)OC6C(OC(C(C6OC)OS(=O)(=O)O)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O)C(=O)NC(CC7=CC=C(C=C7)C(=N)N)C(=O)N8CCCCC8)C)C)OC.[Na].[Na].[Na].[Na].[Na].[Na].[Na].[Na]
D0I5HF,Apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N
D0ID3W,GW-813893,CC(C(=O)N1CCOCC1)N2CCC(C2=O)NS(=O)(=O)C=CC3=CC=C(S3)Cl
D0K5WM,CS-3030,
D0L4PM,AVE-3247,
D0L9YS,Octopamine,C1=CC(=CC=C1C(CN)O)O
D0N8JP,JTV-803,CS(=O)(=O)O.C1CN(CC2=C1C=CC(=C2)OCC3(CCN(CC3)C4=CC=NC=C4)C(=O)O)C(=N)N
D0P2RO,SSR-126517E,
D0PG5J,ZD-4927,
D0Q1JW,Hirufaxin,
D0QR3J,GC-2107,
D0T4UL,PD-348292,COC1CC(N(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)N4C=CC=CC4=O)F
D0UK1L,EP-217609,CC1=CC(=C(C(=C1S(=O)(=O)NC(CC(=O)NCCCC(=O)NC(CCCCNC(=O)CCCCC2C3C(CS2)NC(=O)N3)C(=O)NCCOCCOCCOCCOC4C(OC(C(C4OC)OC)OC5C(C(C(OC5C(=O)O)OC6C(OC(C(C6OS(=O)(=O)O)OS(=O)(=O)O)OC7C(C(C(OC7C(=O)O)OC8C(OC(C(C8OC)OS(=O)(=O)O)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O)C(=O)NC(CC9=CC=C(C=C9)C(=N)N)C(=O)N1CCCCC1)C)C)OC
D0X2NN,BIBT986,CC(C1=CC2=C(C=C1)N(C(=N2)CNC3=CC=C(C=C3)C(=N)N)C)(C(=O)N4CCCC4)NCC(=O)O
D09FQB,UR-12460,CC1=C(C=CC=N1)C(C#N)N2CCN(CC2)C(=O)CNC(C3=CC=CC=C3)C4=CC=CC=C4
D00LOB,RWJ-671818,CC1=CN=C(C(=O)N1CC(=O)NCCON=C(N)N)NCC(C2=CC=CC=C2)(F)F
D02ZWG,SR-80027A,
D05KTK,CJC-1004,
D05WYW,L-373890,
D06ALB,BCH-2763,CCC(C)C(C(=O)N1CCCC1C(=O)N(C(CC(C)C)C(=O)O)C(=O)CCCCNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N)NC(=O)C4CCCN4C(=O)C(CCC(=O)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)O)NC(=O)CCCCN
D07UWV,Argatroban,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
D0B1KK,AZD0837,CON=C(C1=CC=C(C=C1)CNC(=O)C2CCN2C(=O)C(C3=CC(=CC(=C3)Cl)OC(F)F)O)N
D0GG5I,Recombinant RGD-hirudin,
D0H9RN,NU-172,
D0K4FP,AZD-8165,CCC(=O)OC(C1=CC=C(C=C1)F)C(=O)N2C(CC=N2)C(=O)NCC3=C(C=CC(=C3)Cl)N4C=NN=N4
D0L2XU,Solulin,
D0L6UZ,"L-374,087",
D0S6XJ,GS-522,CC(C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NCC(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NCC(=O)NCC(=O)O)NC(=O)CNC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)CNC(=O)CN)O
D0SF5F,Org-34092,
D0UF5I,MPC-0920,
D0WL1C,Hementin,
D0Y5EX,DuP 714,B(C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C)(O)O
D05WSP,UK-396082,CCCN1C=C(N=C1)CC(CCCN)C(=O)O
D0R3KN,MN-462,
D0QU0H,OMS721,
DTB64R,Narsoplimab,
DCOP72,Nomacopan,
D0QJ6L,Demogastrin,
D0L7VC,GI-6207,
DP0NU9,AIC100,
D0H4TQ,Thyrotropin Alfa,
D0U2DY,Recombinant TSH superagonists,
D0N5TB,ITRI-305,
D0E9TP,Sulodexide,CNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)OC
D02NYK,Pifithrin-alpha,CC1=CC=C(C=C1)C(=O)CN2C3=C(CCCC3)SC2=N.Br
D0R4ML,P1A,CC(C)CCC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O
D0A7NI,LIM-5310,
D0M2EH,Non-PEGylated butyrylcholinesterase,
D9ZQ7T,VYR 006,
D0Y7TS,Trimetrexate,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
D0O0QB,ATG-Fresenius S,
D0W0LS,TAK-779,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)C[N+](C)(C)C5CCOCC5)C=C2.[Cl-]
D06MRY,Enteric-coated mycophenolate sodium,
D0G5AG,Mizoribine,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N
D06MMU,LM-CD45,
D0G3TJ,ASKP-1240,
D0V4PH,Tolerimab,
D0M0UV,INXC-ICAM1,
D0P2BD,SAFIRONIL,COCCCNC(=O)C1=CC(=NC=C1)C(=O)NCCCOC
D0H5MX,TAFA-93,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)OC(=O)CN(C)C)OC)C)C)C)OC.CS(=O)(=O)O
D0K8TO,AP1903,CCC(C1=CC(=C(C(=C1)OC)OC)OC)C(=O)N2CCCCC2C(=O)OC(CCC3=CC(=C(C=C3)OC)OC)C4=CC(=CC=C4)OCC(=O)NCCNC(=O)COC5=CC=CC(=C5)C(CCC6=CC(=C(C=C6)OC)OC)OC(=O)C7CCCCN7C(=O)C(CC)C8=CC(=C(C(=C8)OC)OC)OC
D0LA1R,AEB07,CCC1=C(N=C(C=C1)CCC2CCN(C2=O)CC(=O)NC(CC(=O)O)C3=CN=CC=C3)NC.CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N.CS(=O)(=O)O
D06HCP,MELARSOPROL,C1C(S[As](S1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)N)N)CO
D0W4AR,KUR-211,
D0I2MA,IO-21,
D0U1HX,DIMS-0150,
DI2KZ7,LYS006,C1=CC(=CC=C1C2=NN(N=N2)CC(CC(=O)O)N)OC3=C(C=C(C=N3)Cl)F
D07KIE,LYC-30937,
D07SXO,AG-041R,CCOC(CN1C2=CC=CC=C2C(C1=O)(CC(=O)NC3=CC=C(C=C3)C)NC(=O)NC4=CC=C(C=C4)C)OCC
D0H5WM,S-0509,CC(C)(C)OC(=O)CN(C1=CC=CC=C1C(=O)C2=CC=CC=C2)C(=O)CNC(=O)NC3=CC=CC(=C3)C(=O)O
D00KRE,Olsalazine,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O
D1W8RK,PN-943,
D0E7QB,Mirikizumab,
D6C7FG,VTX-002,
DLK93N,CBP-307,CC(C)CC1=CC=C(C=C1)C2=NC(=NO2)C3=CC(=C(C=C3)CNC4CC(C4)C(=O)O)F
D06PFT,Rhumab Beta7,
D0FU1J,PTG-100,
D0V9LY,Bertilimumab,
D0D8DA,KAG-308,CC1=CC(=CC=C1)C(C)C(C=CC2C(CC3C2C(C(=CCCCC4=NNN=N4)O3)(F)F)O)O
D03HIG,AVX-470,
DNEH27,AT-177,
D01RCM,TAK-114,
D01YDF,Pibutidine,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC3=C(C(=O)C3=O)N
DVI21W,PL8177,
D0Z1QR,TD-1473,
D0B2SW,ASP-3291,
D2E4CG,Amiselimod,CCCCCCCOC1=C(C=C(C=C1)CCC(CO)(CO)N)C(F)(F)F
D0K6LA,OPC-22575,
D0V3ZN,AG-SPT201,
D0C4YC,Mesalazine,C1=CC(=C(C=C1N)C(=O)O)O
DN9DB6,SPH3127,CC1=NC2=C(C=C1)C(=NN2CCCNC(=O)OC)C(C)N(C3CC3)C(=O)C4CNCCO4
DC7JQ8,Omilancor,C1CN(CCN1C(=O)C2=CC=CC(=N2)C3=NC4=CC=CC=C4N3)C(=O)C5=CC=CC(=N5)C6=NC7=CC=CC=C7N6
D4W2AC,NX-13,CC1=NC(=CC=C1)OC2=CC(=CC(=C2)OC3=CC=CC(=N3)C)OC4=CC=CC(=N4)C
D09EDW,Deligoparin sodium,
D07NFT,P-2281,
D0QZ4S,LEMINOPRAZOLE,CC(C)CN(C)C1=CC=CC=C1CS(=O)C2=NC3=CC=CC=C3N2
D0Y4LI,PF-4708671,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
D05SHQ,ASP-2002,
D03DHM,CCX507,
D05YLP,SP-333,
DWM2Y5,Eclitasertib,CN1C(=O)C(COC2=C1N=CC=C2)NC(=O)C3=NNC(=N3)CC4=CC=CC=C4
D0ND2J,Flavoxate,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
D07AHW,Vitamin C,C(C(C1C(=C(C(=O)O1)O)O)O)O
D0AO5H,Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
D01IXD,Finafloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)C#N)N4CC5C(C4)OCCN5)F)C(=O)O
DR36YB,Prulifloxacin,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C
D0R9BG,Acetohydroxamic Acid,CC(=O)NO
D00NJJ,Mezlocillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C
DO75VX,LYS228,C1CC1(C(=O)O)ON=C(C2=CSC(=N2)N)C(=O)NC3C(N(C3=O)S(=O)(=O)O)CN4CCOC4=O
D08HDY,Pivmecillinam,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C
D08KYQ,Sulopenem,CC(C1C2N(C1=O)C(=C(S2)SC3CCS(=O)C3)C(=O)O)O
D0N5KF,Meropenem + vaborbactam,B1(C(CCC(O1)CC(=O)O)NC(=O)CC2=CC=CS2)O.CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
D1MEH5,Enmetazobactam,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])CN3C=C[N+](=N3)C
DO57QB,ETX0282,CC1=CC(N2CC1N(C2=O)OC(C(=O)OC(C)C)F)C(=O)N
DR6BU1,Vaborbactam,B1(C(CCC(O1)CC(=O)O)NC(=O)CC2=CC=CS2)O
D7PFL1,GSK3882347,
DV19IS,mAb926,
D0R0BX,Nitrofurantoin,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
DT7GB8,RG6319,
D00NXM,GSK-2251052,B1(C2=C(C=CC=C2OCCCO)C(O1)CN)O
D07JJS,Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
D09TBD,Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
D0F0OK,Sulfametopyrazine,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N
D07JGT,Nalidixic Acid,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
D07UXP,Cinoxacin,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
D0R8ER,Enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
D0R9US,GSK2140944,C1CC2=CC(=NC=C2OC1)CNC3CCN(CC3)CC4CN5C(=O)C=CC6=C5N4C(=O)C=N6
D01PQM,Vaccinia immune globulin,
D0R2KO,CAF-01,
D0V2GZ,BioVant,
D0LW9U,Polidocanol - BioForm Medical/Chemische Fabrik Kreussler & Co,CCCCCCCCCCCCOCCO
D00FGV,Carbinoxamine,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
D09UAI,TB-402,
D0J0BU,BETRIXABAN,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl
D08GBB,Valopicitabine dihydrochloride,CC(C)C(C(=O)OC1C(OC(C1(C)O)N2C=CC(=NC2=O)N)CO)N.Cl.Cl
D00XFY,ISIS 2922 + foscarnet 3' -azido-3'-deoxythymidine 2'-3'-dideoxycytidine,
D01LAP,ISIS 2922 + Ganciclovir,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
D09NMD,Lasofoxifene,C1CCN(C1)CCOC2=CC=C(C=C2)C3C(CCC4=C3C=CC(=C4)O)C5=CC=CC=C5
D0T7EZ,CL-387626,C1=CC(=CC(=C1)S(=O)(=O)N(CCC(=O)N)CCC(=O)N)NC2=NC(=NC(=N2)NC3=CC(=C(C=C3)C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC(=CC=C6)S(=O)(=O)N(CCC(=O)N)CCC(=O)N)NC7=CC(=CC=C7)S(=O)(=O)N(CCC(=O)N)CCC(=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-])NC8=CC(=CC=C8)S(=O)(=O)N(CCC(=O)N)CCC(=O)N.[Na+].[Na+]
D0W9SZ,T611,C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C(C=C(C4=CC=CC=C43)S(=O)(=O)[O-])O.[Na+]
D01XYJ,Zidovudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
D03TGJ,Sorivudine,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr
D05SVQ,C-AFG,
D0U6NV,ISIS-1082,
D0V4RH,Lobucavir,C1C(C(C1N2C=NC3=C2N=C(NC3=O)N)CO)CO
D0N8JA,Theradigm-HBV,
D03VXQ,"Oxetane 3,3-dicarboxamide compound 1",
D0ZE2J,"Oxetane 3,3-dicarboxamide compound 2",
D02PIH,HO-221,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC(=C(C=C2)OC3=NC=C(C=N3)Br)Cl)[N+](=O)[O-]
D04OXD,Netivudine,CC#CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
D04QJD,Valaciclovir,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
D05ARP,Ganciclovir,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
D06GWF,Valganciclovir,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N
D0B5MP,Aciclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N
D0H5LC,CHPMPC,C1C(OCP(=O)(O1)O)CN2C=CC(=NC2=O)N
D0T4HS,GR-95168,
D0U0FH,Amitivir,C1=NN=C(S1)NC#N
D0V4YO,ROCICLOVIR,CC(C)OCC(COC(C)C)OCN1C=NC2=CN=C(N=C21)N
D0VT8P,Famciclovir,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
D0WF1S,Tomeglovir,CC(C)(CO)C(=O)NC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C
D02GVH,PIRODAVIR,CCOC(=O)C1=CC=C(C=C1)OCCC2CCN(CC2)C3=NN=C(C=C3)C
D0GH9Z,GW-275175,
D07RPR,Bropirimine,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Br
D0S0SE,Rupintrivir,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC2=CC=C(C=C2)F)CC(=O)C(C(C)C)NC(=O)C3=NOC(=C3)C
D0ZU6O,T-1106,C1=CN(C(=O)C(=N1)C(=O)N)C2C(C(C(O2)CO)O)O
D05RHI,Trifluridine,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
D0B6GJ,TT-62,CCCCCCCCCCCCCCOP(=O)([O-])OCC1C(CC(O1)N2C=C(C(=O)NC2=O)F)O.[Na+]
D07MPJ,A-75925,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(C(C(CC2=CC=CC=C2)NC(=O)C(C(C)C)NC(=O)OCC3=CC=CC=C3)O)O)NC(=O)OCC4=CC=CC=C4
D0M2IS,Hebergel,
D0D1XW,PEG-Interferon lambda (IL-29),
