target_id,pathway_name
T06037,Colorectal cancer
T06037,Pancreatic cancer
T06037,Choline metabolism in cancer
T06128,
T06475,
T06869,
T06958,
T07893,
T07931,
T08499,
T09528,
T09756,
T10091,Phototransduction
T10937,FoxO signaling pathway
T10937,Cell cycle
T10937,p53 signaling pathway
T10937,Ubiquitin mediated proteolysis
T10937,Endocytosis
T10937,PI3K-Akt signaling pathway
T10937,Thyroid hormone signaling pathway
T10937,Epstein-Barr virus infection
T10937,Pathways in cancer
T10937,Transcriptional misregulation in cancer
T10937,Viral carcinogenesis
T10937,Proteoglycans in cancer
T10937,MicroRNAs in cancer
T10937,Glioma
T10937,Prostate cancer
T10937,Melanoma
T10937,Bladder cancer
T10937,Chronic myeloid leukemia
T11069,
T12355,FoxO signaling pathway
T12355,Cell cycle
T12355,p53 signaling pathway
T12355,PI3K-Akt signaling pathway
T12355,AMPK signaling pathway
T12355,Wnt signaling pathway
T12355,Hippo signaling pathway
T12355,Focal adhesion
T12355,Jak-STAT signaling pathway
T12355,Prolactin signaling pathway
T12355,Thyroid hormone signaling pathway
T12355,Oxytocin signaling pathway
T12355,Hepatitis B
T12355,Measles
T12355,HTLV-I infection
T12355,Pathways in cancer
T12355,Viral carcinogenesis
T12355,Proteoglycans in cancer
T12355,MicroRNAs in cancer
T12355,Colorectal cancer
T12355,Pancreatic cancer
T12355,Endometrial cancer
T12355,Glioma
T12355,Prostate cancer
T12355,Thyroid cancer
T12355,Melanoma
T12355,Bladder cancer
T12355,Chronic myeloid leukemia
T12355,Acute myeloid leukemia
T12355,Small cell lung cancer
T12355,Non-small cell lung cancer
T12355,Viral myocarditis
T13057,Ras signaling pathway
T13057,Jak-STAT signaling pathway
T13057,Natural killer cell mediated cytotoxicity
T13057,Leukocyte transendothelial migration
T13057,Neurotrophin signaling pathway
T13057,Adipocytokine signaling pathway
T13057,Epithelial cell signaling in Helicobacter pylori infection
T13057,Herpes simplex infection
T13057,Proteoglycans in cancer
T13057,Renal cell carcinoma
T13057,Chronic myeloid leukemia
T13616,
T13629,
T14037,
T14231,
T14945,
T15023,Axon guidance
T15023,HTLV-I infection
T15510,
T15700,p53 signaling pathway
T15700,Apoptosis
T15700,Toll-like receptor signaling pathway
T15700,NOD-like receptor signaling pathway
T15700,RIG-I-like receptor signaling pathway
T15700,TNF signaling pathway
T15700,Non-alcoholic fatty liver disease (NAFLD)
T15700,Alzheimer's disease
T15700,Huntington's disease
T15700,Legionellosis
T15700,Chagas disease (American trypanosomiasis)
T15700,Toxoplasmosis
T15700,Tuberculosis
T15700,Hepatitis B
T15700,Herpes simplex infection
T15700,Pathways in cancer
T15700,Viral carcinogenesis
T15700,Viral myocarditis
T15776,HIF-1 signaling pathway
T15776,Axon guidance
T15776,Central carbon metabolism in cancer
T16353,
T16784,
T16808,
T16868,Cell adhesion molecules (CAMs)
T16868,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T17067,
T18551,
T19011,Cell cycle
T19011,Oocyte meiosis
T19011,Progesterone-mediated oocyte maturation
T19011,MicroRNAs in cancer
T19852,
T20103,
T20185,
T20575,Cytokine-cytokine receptor interaction
T20575,Chemokine signaling pathway
T20575,Viral carcinogenesis
T20593,
T20710,Cytokine-cytokine receptor interaction
T20710,Endocytosis
T20710,PI3K-Akt signaling pathway
T20710,Jak-STAT signaling pathway
T20710,Hematopoietic cell lineage
T20710,Measles
T20710,HTLV-I infection
T20978,Cell adhesion molecules (CAMs)
T20978,Antigen processing and presentation
T20978,Hematopoietic cell lineage
T20978,T cell receptor signaling pathway
T20978,Primary immunodeficiency
T21312,
T21617,
T23178,
T23673,
T23787,Fructose and mannose metabolism
T23787,HIF-1 signaling pathway
T23787,AMPK signaling pathway
T25315,Cytokine-cytokine receptor interaction
T25315,Chemokine signaling pathway
T25537,
T25726,Proteoglycans in cancer
T25889,
T26170,
T27021,
T27106,
T27736,
T27826,
T27918,
T28661,
T28713,Cell cycle
T28713,p53 signaling pathway
T28713,HTLV-I infection
T28717,Cytokine-cytokine receptor interaction
T28887,Alcoholism
T28887,Viral carcinogenesis
T29144,
T29774,
T30420,
T30784,Rap1 signaling pathway
T30784,p53 signaling pathway
T30784,Phagosome
T30784,PI3K-Akt signaling pathway
T30784,TGF-beta signaling pathway
T30784,Focal adhesion
T30784,ECM-receptor interaction
T30784,Malaria
T30784,Proteoglycans in cancer
T30784,MicroRNAs in cancer
T30784,Bladder cancer
T31329,
T31600,
T32880,HIF-1 signaling pathway
T32880,Pathways in cancer
T32880,Renal cell carcinoma
T32973,Lysosome
T32973,Antigen processing and presentation
T33990,Ras signaling pathway
T33990,Rap1 signaling pathway
T33990,Cytokine-cytokine receptor interaction
T33990,PI3K-Akt signaling pathway
T33990,Osteoclast differentiation
T33990,Hematopoietic cell lineage
T33990,TNF signaling pathway
T33990,Rheumatoid arthritis
T35474,MAPK signaling pathway
T35474,ErbB signaling pathway
T35474,Ras signaling pathway
T35474,Rap1 signaling pathway
T35474,Chemokine signaling pathway
T35474,FoxO signaling pathway
T35474,Sphingolipid signaling pathway
T35474,PI3K-Akt signaling pathway
T35474,Dorso-ventral axis formation
T35474,Axon guidance
T35474,VEGF signaling pathway
T35474,Tight junction
T35474,Gap junction
T35474,Signaling pathways regulating pluripotency of stem cells
T35474,Natural killer cell mediated cytotoxicity
T35474,T cell receptor signaling pathway
T35474,B cell receptor signaling pathway
T35474,Fc epsilon RI signaling pathway
T35474,Long-term potentiation
T35474,Neurotrophin signaling pathway
T35474,Cholinergic synapse
T35474,Serotonergic synapse
T35474,Long-term depression
T35474,Regulation of actin cytoskeleton
T35474,Insulin signaling pathway
T35474,GnRH signaling pathway
T35474,Progesterone-mediated oocyte maturation
T35474,Estrogen signaling pathway
T35474,Melanogenesis
T35474,Prolactin signaling pathway
T35474,Thyroid hormone signaling pathway
T35474,Oxytocin signaling pathway
T35474,Aldosterone-regulated sodium reabsorption
T35474,Alcoholism
T35474,Hepatitis C
T35474,Hepatitis B
T35474,HTLV-I infection
T35474,Pathways in cancer
T35474,Viral carcinogenesis
T35474,Proteoglycans in cancer
T35474,MicroRNAs in cancer
T35474,Colorectal cancer
T35474,Renal cell carcinoma
T35474,Pancreatic cancer
T35474,Endometrial cancer
T35474,Glioma
T35474,Prostate cancer
T35474,Thyroid cancer
T35474,Melanoma
T35474,Bladder cancer
T35474,Chronic myeloid leukemia
T35474,Acute myeloid leukemia
T35474,Non-small cell lung cancer
T35474,Central carbon metabolism in cancer
T35474,Choline metabolism in cancer
T36467,Intestinal immune network for IgA production
T36467,Primary immunodeficiency
T36479,
T36958,
T36959,
T37012,
T37848,Steroid hormone biosynthesis
T37848,Linoleic acid metabolism
T37848,Retinol metabolism
T37848,Metabolism of xenobiotics by cytochrome P450
T37848,Drug metabolism - cytochrome P450
T37848,Drug metabolism - other enzymes
T37848,Metabolic pathways
T37848,Bile secretion
T37848,Chemical carcinogenesis
T38201,
T39047,
T39054,
T39797,Wnt signaling pathway
T39797,Hippo signaling pathway
T39797,Signaling pathways regulating pluripotency of stem cells
T39797,Melanogenesis
T39797,HTLV-I infection
T39797,Pathways in cancer
T39797,Proteoglycans in cancer
T39797,Basal cell carcinoma
T40045,Purine metabolism
T40045,Pyrimidine metabolism
T40045,Glutathione metabolism
T40045,Metabolic pathways
T40097,MAPK signaling pathway
T40097,ErbB signaling pathway
T40097,Ras signaling pathway
T40097,cAMP signaling pathway
T40097,FoxO signaling pathway
T40097,Sphingolipid signaling pathway
T40097,Protein processing in endoplasmic reticulum
T40097,Wnt signaling pathway
T40097,Osteoclast differentiation
T40097,Focal adhesion
T40097,Toll-like receptor signaling pathway
T40097,NOD-like receptor signaling pathway
T40097,RIG-I-like receptor signaling pathway
T40097,Fc epsilon RI signaling pathway
T40097,TNF signaling pathway
T40097,Neurotrophin signaling pathway
T40097,Retrograde endocannabinoid signaling
T40097,Dopaminergic synapse
T40097,Inflammatory mediator regulation of TRP channels
T40097,Insulin signaling pathway
T40097,GnRH signaling pathway
T40097,Progesterone-mediated oocyte maturation
T40097,Prolactin signaling pathway
T40097,Adipocytokine signaling pathway
T40097,Type II diabetes mellitus
T40097,Non-alcoholic fatty liver disease (NAFLD)
T40097,Epithelial cell signaling in Helicobacter pylori infection
T40097,Shigellosis
T40097,Salmonella infection
T40097,Pertussis
T40097,Chagas disease (American trypanosomiasis)
T40097,Toxoplasmosis
T40097,Tuberculosis
T40097,Hepatitis C
T40097,Hepatitis B
T40097,Influenza A
T40097,HTLV-I infection
T40097,Herpes simplex infection
T40097,Epstein-Barr virus infection
T40097,Pathways in cancer
T40097,Colorectal cancer
T40097,Pancreatic cancer
T40097,Choline metabolism in cancer
T40192,MAPK signaling pathway
T40192,Ras signaling pathway
T40192,cAMP signaling pathway
T40192,Chemokine signaling pathway
T40192,NF-kappa B signaling pathway
T40192,HIF-1 signaling pathway
T40192,Sphingolipid signaling pathway
T40192,PI3K-Akt signaling pathway
T40192,Apoptosis
T40192,Osteoclast differentiation
T40192,Toll-like receptor signaling pathway
T40192,NOD-like receptor signaling pathway
T40192,RIG-I-like receptor signaling pathway
T40192,Cytosolic DNA-sensing pathway
T40192,T cell receptor signaling pathway
T40192,B cell receptor signaling pathway
T40192,TNF signaling pathway
T40192,Neurotrophin signaling pathway
T40192,Prolactin signaling pathway
T40192,Adipocytokine signaling pathway
T40192,Non-alcoholic fatty liver disease (NAFLD)
T40192,Cocaine addiction
T40192,Epithelial cell signaling in Helicobacter pylori infection
T40192,Shigellosis
T40192,Salmonella infection
T40192,Pertussis
T40192,Legionellosis
T40192,Leishmaniasis
T40192,Chagas disease (American trypanosomiasis)
T40192,Toxoplasmosis
T40192,Amoebiasis
T40192,Tuberculosis
T40192,Hepatitis C
T40192,Hepatitis B
T40192,Measles
T40192,Influenza A
T40192,HTLV-I infection
T40192,Herpes simplex infection
T40192,Epstein-Barr virus infection
T40192,Pathways in cancer
T40192,Transcriptional misregulation in cancer
T40192,Viral carcinogenesis
T40192,MicroRNAs in cancer
T40192,Pancreatic cancer
T40192,Prostate cancer
T40192,Chronic myeloid leukemia
T40192,Acute myeloid leukemia
T40192,Small cell lung cancer
T40192,Inflammatory bowel disease (IBD)
T40491,mRNA surveillance pathway
T40491,Sphingolipid signaling pathway
T40491,Oocyte meiosis
T40491,PI3K-Akt signaling pathway
T40491,AMPK signaling pathway
T40491,Adrenergic signaling in cardiomyocytes
T40491,TGF-beta signaling pathway
T40491,Hippo signaling pathway
T40491,Tight junction
T40491,Dopaminergic synapse
T40491,Long-term depression
T40491,Chagas disease (American trypanosomiasis)
T40491,Hepatitis C
T41380,
T42658,
T43980,
T44513,
T44818,Tryptophan metabolism
T44818,Metabolic pathways
T45591,
T45597,
T46365,MAPK signaling pathway
T46365,Cell cycle
T46365,Progesterone-mediated oocyte maturation
T46365,MicroRNAs in cancer
T46789,
T47087,
T47864,
T47885,
T48598,EGFR tyrosine kinase inhibitor resistance
T48598,Endocrine resistance
T48598,MAPK signaling pathway
T48598,ErbB signaling pathway
T48598,Ras signaling pathway
T48598,Rap1 signaling pathway
T48598,Chemokine signaling pathway
T48598,FoxO signaling pathway
T48598,Sphingolipid signaling pathway
T48598,Phospholipase D signaling pathway
T48598,Mitophagy - animal
T48598,Autophagy - animal
T48598,mTOR signaling pathway
T48598,PI3K-Akt signaling pathway
T48598,Apoptosis
T48598,Longevity regulating pathway
T48598,Longevity regulating pathway - multiple species
T48598,Cellular senescence
T48598,Axon guidance
T48598,VEGF signaling pathway
T48598,Apelin signaling pathway
T48598,Gap junction
T48598,Signaling pathways regulating pluripotency of stem cells
T48598,C-type lectin receptor signaling pathway
T48598,Natural killer cell mediated cytotoxicity
T48598,T cell receptor signaling pathway
T48598,B cell receptor signaling pathway
T48598,Fc epsilon RI signaling pathway
T48598,Thermogenesis
T48598,Long-term potentiation
T48598,Neurotrophin signaling pathway
T48598,Cholinergic synapse
T48598,Serotonergic synapse
T48598,Long-term depression
T48598,Regulation of actin cytoskeleton
T48598,Insulin signaling pathway
T48598,GnRH signaling pathway
T48598,Progesterone-mediated oocyte maturation
T48598,Estrogen signaling pathway
T48598,Melanogenesis
T48598,Prolactin signaling pathway
T48598,Thyroid hormone signaling pathway
T48598,Oxytocin signaling pathway
T48598,Relaxin signaling pathway
T48598,AGE-RAGE signaling pathway in diabetic complications
T48598,Aldosterone-regulated sodium reabsorption
T48598,Alcoholism
T48598,Hepatitis C
T48598,Hepatitis B
T48598,Human cytomegalovirus infection
T48598,Human papillomavirus infection
T48598,Human T-cell leukemia virus 1 infection
T48598,Kaposi sarcoma-associated herpesvirus infection
T48598,Human immunodeficiency virus 1 infection
T48598,Pathways in cancer
T48598,Viral carcinogenesis
T48598,Proteoglycans in cancer
T48598,MicroRNAs in cancer
T48598,Colorectal cancer
T48598,Renal cell carcinoma
T48598,Pancreatic cancer
T48598,Endometrial cancer
T48598,Glioma
T48598,Prostate cancer
T48598,Thyroid cancer
T48598,Melanoma
T48598,Bladder cancer
T48598,Chronic myeloid leukemia
T48598,Acute myeloid leukemia
T48598,Non-small cell lung cancer
T48598,Breast cancer
T48598,Hepatocellular carcinoma
T48598,Gastric cancer
T48598,Central carbon metabolism in cancer
T48598,Choline metabolism in cancer
T48598,PD-L1 expression and PD-1 checkpoint pathway in cancer
T49105,
T49146,Phagosome
T49146,Cell adhesion molecules (CAMs)
T49146,Antigen processing and presentation
T49146,Hematopoietic cell lineage
T49146,Intestinal immune network for IgA production
T49146,Type I diabetes mellitus
T49146,Leishmaniasis
T49146,Toxoplasmosis
T49146,Staphylococcus aureus infection
T49146,Tuberculosis
T49146,Influenza A
T49146,HTLV-I infection
T49146,Herpes simplex infection
T49146,Epstein-Barr virus infection
T49146,Asthma
T49146,Autoimmune thyroid disease
T49146,Inflammatory bowel disease (IBD)
T49146,Systemic lupus erythematosus
T49146,Rheumatoid arthritis
T49146,Allograft rejection
T49146,Graft-versus-host disease
T49146,Viral myocarditis
T49156,
T49507,Axon guidance
T49755,Wnt signaling pathway
T49989,MAPK signaling pathway
T49989,Cytokine-cytokine receptor interaction
T49989,FoxO signaling pathway
T49989,Endocytosis
T49989,TGF-beta signaling pathway
T49989,Osteoclast differentiation
T49989,Hippo signaling pathway
T49989,Adherens junction
T49989,Chagas disease (American trypanosomiasis)
T49989,HTLV-I infection
T49989,Pathways in cancer
T49989,Transcriptional misregulation in cancer
T49989,Colorectal cancer
T49989,Pancreatic cancer
T49989,Chronic myeloid leukemia
T51425,Ras signaling pathway
T51425,Rap1 signaling pathway
T51425,Cytokine-cytokine receptor interaction
T51425,PI3K-Akt signaling pathway
T51425,Focal adhesion
T51425,TNF signaling pathway
T51425,Pathways in cancer
T51694,
T52036,
T54093,
T55709,Glycerophospholipid metabolism
T55709,Metabolic pathways
T55709,Choline metabolism in cancer
T56051,
T56349,
T56510,Ras signaling pathway
T56510,NF-kappa B signaling pathway
T56510,PI3K-Akt signaling pathway
T56510,Apoptosis
T56510,Jak-STAT signaling pathway
T56510,Amyotrophic lateral sclerosis (ALS)
T56510,Toxoplasmosis
T56510,HTLV-I infection
T56510,Pathways in cancer
T56510,Transcriptional misregulation in cancer
T56510,Pancreatic cancer
T56510,Chronic myeloid leukemia
T56510,Small cell lung cancer
T57059,Cell cycle
T57059,Hepatitis B
T57059,HTLV-I infection
T57059,Pathways in cancer
T57059,MicroRNAs in cancer
T57059,Pancreatic cancer
T57059,Glioma
T57059,Prostate cancer
T57059,Melanoma
T57059,Bladder cancer
T57059,Chronic myeloid leukemia
T57059,Small cell lung cancer
T57059,Non-small cell lung cancer
T57278,Ras signaling pathway
T57278,Rap1 signaling pathway
T57278,PI3K-Akt signaling pathway
T57278,Axon guidance
T57941,
T57943,MAPK signaling pathway
T57943,p53 signaling pathway
T57943,Apoptosis
T57943,Natural killer cell mediated cytotoxicity
T57943,TNF signaling pathway
T57943,Serotonergic synapse
T57943,Non-alcoholic fatty liver disease (NAFLD)
T57943,Alzheimer's disease
T57943,Parkinson's disease
T57943,Amyotrophic lateral sclerosis (ALS)
T57943,Huntington's disease
T57943,Epithelial cell signaling in Helicobacter pylori infection
T57943,Pertussis
T57943,Legionellosis
T57943,Toxoplasmosis
T57943,Amoebiasis
T57943,Tuberculosis
T57943,Hepatitis B
T57943,Herpes simplex infection
T57943,Pathways in cancer
T57943,Viral carcinogenesis
T57943,Proteoglycans in cancer
T57943,MicroRNAs in cancer
T57943,Colorectal cancer
T57943,Viral myocarditis
T58679,
T59190,Rap1 signaling pathway
T59190,Chemokine signaling pathway
T59190,Sphingolipid signaling pathway
T59190,Endocytosis
T59190,PI3K-Akt signaling pathway
T59190,Hippo signaling pathway
T59190,Tight junction
T59190,Platelet activation
T59190,Insulin signaling pathway
T59190,Type II diabetes mellitus
T59273,FoxO signaling pathway
T59273,Cell cycle
T59273,Oocyte meiosis
T59273,Progesterone-mediated oocyte maturation
T59654,FoxO signaling pathway
T59735,
T59909,
T61339,
T61544,
T62705,Cell adhesion molecules (CAMs)
T62705,T cell receptor signaling pathway
T62705,Intestinal immune network for IgA production
T62705,Primary immunodeficiency
T62753,
T63816,Alcoholism
T63816,Epstein-Barr virus infection
T63816,Viral carcinogenesis
T63816,MicroRNAs in cancer
T64242,
T64258,
T64376,
T64774,Calcium signaling pathway
T64774,cGMP-PKG signaling pathway
T64774,Parkinson's disease
T64774,Huntington's disease
T64774,Hepatitis B
T64774,HTLV-I infection
T64774,Viral carcinogenesis
T65019,TNF signaling pathway
T65019,GnRH signaling pathway
T65501,Cysteine and methionine metabolism
T65501,Metabolic pathways
T65501,MicroRNAs in cancer
T65879,
T66514,
T66903,
T67894,Toll-like receptor signaling pathway
T67894,Hepatitis C
T67894,Hepatitis B
T67894,Influenza A
T67894,Herpes simplex infection
T67908,
T68163,Chemokine signaling pathway
T68163,NF-kappa B signaling pathway
T68163,Platelet activation
T68163,B cell receptor signaling pathway
T68163,Fc epsilon RI signaling pathway
T68163,Fc gamma R-mediated phagocytosis
T68163,Long-term depression
T68163,Epithelial cell signaling in Helicobacter pylori infection
T68163,Epstein-Barr virus infection
T68163,Viral carcinogenesis
T68470,
T68525,
T68668,N-Glycan biosynthesis
T68668,Metabolic pathways
T69823,
T70101,Pyrimidine metabolism
T70101,Metabolic pathways
T70234,Axon guidance
T70792,Ras signaling pathway
T70792,Rap1 signaling pathway
T70792,PI3K-Akt signaling pathway
T70792,Focal adhesion
T70792,Pathways in cancer
T72042,
T72514,
T73404,
T74839,
T74977,Cell cycle
T75499,
T75570,Adherens junction
T75570,Tight junction
T75613,PI3K-Akt signaling pathway
T75613,Focal adhesion
T75613,ECM-receptor interaction
T75613,Toxoplasmosis
T75613,Amoebiasis
T75613,Pathways in cancer
T75613,Small cell lung cancer
T77534,
T77645,Cytokine-cytokine receptor interaction
T77645,Apoptosis
T77645,Natural killer cell mediated cytotoxicity
T77645,Measles
T77645,Influenza A
T78393,Tyrosine metabolism
T78393,Phenylalanine metabolism
T79027,Pyrimidine metabolism
T79027,Drug metabolism - other enzymes
T79027,Metabolic pathways
T79747,
T81358,
T81386,HIF-1 signaling pathway
T81386,Ubiquitin mediated proteolysis
T81386,Pathways in cancer
T81386,Renal cell carcinoma
T81569,
T81916,Signaling pathways regulating pluripotency of stem cells
T82105,
T83174,Rap1 signaling pathway
T83174,Endocytosis
T83174,Hippo signaling pathway
T83174,Tight junction
T83174,Platelet activation
T83174,Insulin signaling pathway
T83905,Cell adhesion molecules (CAMs)
T83982,
T84472,
T85076,
T85241,
T85421,
T85616,
T85651,MAPK signaling pathway
T85651,ErbB signaling pathway
T85651,Cell cycle
T85651,PI3K-Akt signaling pathway
T85651,Wnt signaling pathway
T85651,TGF-beta signaling pathway
T85651,Hippo signaling pathway
T85651,Signaling pathways regulating pluripotency of stem cells
T85651,Jak-STAT signaling pathway
T85651,Thyroid hormone signaling pathway
T85651,Hepatitis B
T85651,HTLV-I infection
T85651,Epstein-Barr virus infection
T85651,Pathways in cancer
T85651,Transcriptional misregulation in cancer
T85651,Proteoglycans in cancer
T85651,MicroRNAs in cancer
T85651,Colorectal cancer
T85651,Endometrial cancer
T85651,Thyroid cancer
T85651,Bladder cancer
T85651,Chronic myeloid leukemia
T85651,Acute myeloid leukemia
T85651,Small cell lung cancer
T85651,Central carbon metabolism in cancer
T86072,
T86803,Chemokine signaling pathway
T86803,HIF-1 signaling pathway
T86803,FoxO signaling pathway
T86803,Signaling pathways regulating pluripotency of stem cells
T86803,Jak-STAT signaling pathway
T86803,Prolactin signaling pathway
T86803,Adipocytokine signaling pathway
T86803,Toxoplasmosis
T86803,Hepatitis C
T86803,Hepatitis B
T86803,Measles
T86803,Epstein-Barr virus infection
T86803,Pathways in cancer
T86803,Viral carcinogenesis
T86803,Proteoglycans in cancer
T86803,MicroRNAs in cancer
T86803,Pancreatic cancer
T86803,Acute myeloid leukemia
T86803,Inflammatory bowel disease (IBD)
T87608,
T88430,ErbB signaling pathway
T88430,FoxO signaling pathway
T88430,Vascular smooth muscle contraction
T88430,Natural killer cell mediated cytotoxicity
T88430,Long-term potentiation
T88430,Serotonergic synapse
T88430,Long-term depression
T88430,Regulation of actin cytoskeleton
T88430,Insulin signaling pathway
T88430,Progesterone-mediated oocyte maturation
T88430,Alcoholism
T88430,Hepatitis C
T88430,Pathways in cancer
T88430,Proteoglycans in cancer
T88430,Colorectal cancer
T88430,Renal cell carcinoma
T88430,Pancreatic cancer
T88430,Endometrial cancer
T88430,Glioma
T88430,Prostate cancer
T88430,Melanoma
T88430,Bladder cancer
T88430,Chronic myeloid leukemia
T88430,Acute myeloid leukemia
T88430,Non-small cell lung cancer
T89918,Purine metabolism
T89918,One carbon pool by folate
T89918,Metabolic pathways
T89918,Biosynthesis of antibiotics
T90553,
T90672,
T90835,
T93061,
T93092,
T93450,Cytokine-cytokine receptor interaction
T93450,Jak-STAT signaling pathway
T93548,
T94324,
T94880,
T95108,
T95998,Glycerophospholipid metabolism
T95998,Metabolic pathways
T95998,Choline metabolism in cancer
T96592,
T96736,Ras signaling pathway
T96736,Rap1 signaling pathway
T96736,cGMP-PKG signaling pathway
T96736,cAMP signaling pathway
T96736,Chemokine signaling pathway
T96736,Sphingolipid signaling pathway
T96736,Endocytosis
T96736,Vascular smooth muscle contraction
T96736,Wnt signaling pathway
T96736,TGF-beta signaling pathway
T96736,Axon guidance
T96736,Focal adhesion
T96736,Adherens junction
T96736,Tight junction
T96736,Platelet activation
T96736,T cell receptor signaling pathway
T96736,Leukocyte transendothelial migration
T96736,Neurotrophin signaling pathway
T96736,Regulation of actin cytoskeleton
T96736,Oxytocin signaling pathway
T96736,Pancreatic secretion
T96736,Bacterial invasion of epithelial cells
T96736,Pathogenic Escherichia coli infection
T96736,Pertussis
T96736,Tuberculosis
T96736,Pathways in cancer
T96736,Viral carcinogenesis
T96736,Proteoglycans in cancer
T96736,MicroRNAs in cancer
T96736,Colorectal cancer
T97196,
T97655,Purine metabolism
T97655,Rap1 signaling pathway
T97655,Calcium signaling pathway
T97655,cGMP-PKG signaling pathway
T97655,cAMP signaling pathway
T97655,Chemokine signaling pathway
T97655,Oocyte meiosis
T97655,Adrenergic signaling in cardiomyocytes
T97655,Vascular smooth muscle contraction
T97655,Gap junction
T97655,Platelet activation
T97655,Circadian entrainment
T97655,Retrograde endocannabinoid signaling
T97655,Glutamatergic synapse
T97655,Cholinergic synapse
T97655,GABAergic synapse
T97655,Inflammatory mediator regulation of TRP channels
T97655,Insulin secretion
T97655,GnRH signaling pathway
T97655,Ovarian steroidogenesis
T97655,Progesterone-mediated oocyte maturation
T97655,Estrogen signaling pathway
T97655,Melanogenesis
T97655,Thyroid hormone synthesis
T97655,Oxytocin signaling pathway
T97655,Glucagon signaling pathway
T97655,Regulation of lipolysis in adipocytes
T97655,Salivary secretion
T97655,Gastric acid secretion
T97655,Pancreatic secretion
T97655,Bile secretion
T97655,Morphine addiction
T97655,HTLV-I infection
T97655,Pathways in cancer
T97655,Dilated cardiomyopathy
T98234,
T98293,ErbB signaling pathway
T98293,Ras signaling pathway
T98293,Axon guidance
T98293,Focal adhesion
T98293,T cell receptor signaling pathway
T98293,Regulation of actin cytoskeleton
T98293,MicroRNAs in cancer
T98293,Renal cell carcinoma
T98397,
T99909,RNA degradation
T99909,Tuberculosis
T59702,
T76369,Drug metabolism - other enzymes
T76369,Metabolic pathways
T29064,
T90985,
T51120,Tyrosine metabolism
T51120,Metabolic pathways
T51120,Thyroid hormone synthesis
T51120,Autoimmune thyroid disease
T56308,Cytokine-cytokine receptor interaction
T56308,Jak-STAT signaling pathway
T56308,Hematopoietic cell lineage
T56308,Rheumatoid arthritis
T00496,
T17427,ECM-receptor interaction
T17427,Platelet activation
T17427,Hematopoietic cell lineage
T38509,
T54931,
T98022,Complement and coagulation cascades
T98022,Pancreatic secretion
T98022,Protein digestion and absorption
T07448,
T60606,cAMP signaling pathway
T60606,Neuroactive ligand-receptor interaction
T60606,Thyroid hormone synthesis
T60606,Autoimmune thyroid disease
T71446,
T61729,
T95139,
T00238,MAPK signaling pathway
T00238,NF-kappa B signaling pathway
T00238,Osteoclast differentiation
T00238,Legionellosis
T00238,HTLV-I infection
T00238,Epstein-Barr virus infection
T00238,Pathways in cancer
T00238,Viral carcinogenesis
T06438,
T16888,
T45457,
T47888,Sphingolipid signaling pathway
T47888,Neuroactive ligand-receptor interaction
T63211,
T08378,
T28869,
T37382,
T63240,
T68934,
T30014,
T25163,"Alanine, aspartate and glutamate metabolism"
T25163,Arginine and proline metabolism
T25163,Nitrogen metabolism
T25163,Metabolic pathways
T25163,Carbon metabolism
T25163,Biosynthesis of amino acids
T07035,
T07485,
T12719,
T20278,
T26463,
T37876,
T39147,
T40730,
T40909,
T51843,
T56915,
T81694,
T84885,
T86609,
T86674,
T88360,
T89846,
T91442,
T93485,
T00037,
T00075,
T00299,
T00302,
T00348,
T00488,
T00564,MAPK signaling pathway
T00564,Signaling pathways regulating pluripotency of stem cells
T00569,
T00820,Insulin secretion
T00820,Type II diabetes mellitus
T00933,
T00973,
T01255,
T01282,
T01529,
T01853,
T02439,
T02446,
T02565,
T02629,
T02891,
T03023,
T03150,
T03453,
T03529,
T03556,Signaling pathways regulating pluripotency of stem cells
T03556,Maturity onset diabetes of the young
T03581,
T03687,
T04149,
T04210,
T04303,
T04413,
T04497,
T04512,
T04831,
T04945,MAPK signaling pathway
T04945,Cytokine-cytokine receptor interaction
T04945,p53 signaling pathway
T04945,Apoptosis
T04945,Natural killer cell mediated cytotoxicity
T04945,TNF signaling pathway
T04945,Non-alcoholic fatty liver disease (NAFLD)
T04945,Type I diabetes mellitus
T04945,Alzheimer's disease
T04945,Chagas disease (American trypanosomiasis)
T04945,African trypanosomiasis
T04945,Hepatitis B
T04945,Measles
T04945,Influenza A
T04945,Herpes simplex infection
T04945,Pathways in cancer
T04945,Proteoglycans in cancer
T04945,Autoimmune thyroid disease
T04945,Allograft rejection
T04945,Graft-versus-host disease
T04980,
T05722,Glycolysis / Gluconeogenesis
T05722,Pentose and glucuronate interconversions
T05722,Glycerolipid metabolism
T05722,Metabolic pathways
T05722,Biosynthesis of antibiotics
T05722,Degradation of aromatic compounds
T05806,
T05828,
T06031,MAPK signaling pathway
T06031,Ubiquitin mediated proteolysis
T06031,RIG-I-like receptor signaling pathway
T06031,Neurotrophin signaling pathway
T06031,GnRH signaling pathway
T06031,Hepatitis B
T06031,HTLV-I infection
T06064,
T06397,
T06559,ErbB signaling pathway
T06559,Calcium signaling pathway
T06559,Endocytosis
T06559,Proteoglycans in cancer
T06773,
T06792,Proteasome
T07087,Calcium signaling pathway
T07087,Chemokine signaling pathway
T07087,Natural killer cell mediated cytotoxicity
T07087,Leukocyte transendothelial migration
T07087,GnRH signaling pathway
T07087,Hepatitis B
