target_id,disease_name,target_disease_approval_status
T01840,Rheumatoid arthritis,Terminated
T02001,Rheumatoid arthritis,Phase 2
T02318,Rheumatoid arthritis,Discontinued in Phase 2
T02703,Rheumatoid arthritis,Discontinued in Phase 2
T02808,Rheumatoid arthritis,Phase 2
T03403,Rheumatoid arthritis,Approved
T03573,Rheumatoid arthritis,Phase 1/2
T06020,Rheumatoid arthritis,Phase 2
T06093,Rheumatoid arthritis,Phase 2
T06671,Rheumatoid arthritis,Discontinued in Phase 1
T06841,Rheumatoid arthritis,Phase 2
T07403,Rheumatoid arthritis,Discontinued in Phase 1
T08391,Rheumatoid arthritis,Approved
T08856,Rheumatoid arthritis,Phase 3
T09092,Rheumatoid arthritis,Phase 2
T09960,Rheumatoid arthritis,Discontinued in Phase 1
T10191,Rheumatoid arthritis,Discontinued in Phase 2
T10265,Rheumatoid arthritis,Phase 2
T11164,Rheumatoid arthritis,Phase 3
T11309,Rheumatoid arthritis,Preclinical
T11388,Rheumatoid arthritis,Phase 1
T13251,Rheumatoid arthritis,Phase 2
T13852,Rheumatoid arthritis,Phase 2
T14592,Rheumatoid arthritis,Phase 2
T14676,Rheumatoid arthritis,Phase 2
T14731,Rheumatoid arthritis,Phase 3
T14755,Rheumatoid arthritis,Phase 1
T14912,Rheumatoid arthritis,Investigative
T15000,Rheumatoid arthritis,Investigative
T15439,Rheumatoid arthritis,Discontinued in Phase 2
T15783,Rheumatoid arthritis,Phase 2
T16016,Rheumatoid arthritis,Phase 2
T16340,Rheumatoid arthritis,Phase 2
T16486,Rheumatoid arthritis,Discontinued in Phase 2
T17345,Rheumatoid arthritis,Phase 2
T18299,Rheumatoid arthritis,Phase 2
T19229,Rheumatoid arthritis,Phase 1
T19556,Rheumatoid arthritis,Investigative
T20178,Rheumatoid arthritis,Approved
T20761,Rheumatoid arthritis,Phase 2
T21307,Rheumatoid arthritis,Phase 2
T21334,Rheumatoid arthritis,Phase 2
T22095,Rheumatoid arthritis,Phase 2
T22839,Rheumatoid arthritis,Phase 3
T23172,Rheumatoid arthritis,Approved
T23347,Rheumatoid arthritis,Phase 1
T23761,Rheumatoid arthritis,Phase 3
T25005,Rheumatoid arthritis,Phase 2
T25307,Rheumatoid arthritis,Preclinical
T25317,Rheumatoid arthritis,Phase 2
T26500,Rheumatoid arthritis,Phase 2
T26623,Rheumatoid arthritis,Approved
T28385,Rheumatoid arthritis,Phase 1
T29754,Rheumatoid arthritis,Discontinued in Phase 2
T30687,Rheumatoid arthritis,Phase 1
T31479,Rheumatoid arthritis,Phase 2
T31818,Rheumatoid arthritis,Phase 2
T32240,Rheumatoid arthritis,Discontinued in Phase 1
T32578,Rheumatoid arthritis,Phase 3
T32938,Rheumatoid arthritis,Terminated
T33846,Rheumatoid arthritis,Phase 2
T34296,Rheumatoid arthritis,Phase 2
T34624,Rheumatoid arthritis,Phase 2
T35289,Rheumatoid arthritis,Discontinued in Phase 2
T35465,Rheumatoid arthritis,Phase 1
T36059,Rheumatoid arthritis,Phase 2
T37693,Rheumatoid arthritis,Terminated
T40016,Rheumatoid arthritis,Approved
T40332,Rheumatoid arthritis,Phase 3
T41141,Rheumatoid arthritis,Patented
T41963,Rheumatoid arthritis,Phase 2
T42000,Rheumatoid arthritis,Approved
T43415,Rheumatoid arthritis,Approved
T45758,Rheumatoid arthritis,Phase 2
T46524,Rheumatoid arthritis,Phase 2
T47818,Rheumatoid arthritis,Terminated
T48703,Rheumatoid arthritis,Investigative
T49049,Rheumatoid arthritis,Phase 2
T50699,Rheumatoid arthritis,Phase 2
T50912,Rheumatoid arthritis,Approved
T52450,Rheumatoid arthritis,Phase 3
T53585,Rheumatoid arthritis,Phase 3
T54156,Rheumatoid arthritis,Phase 1
T55012,Rheumatoid arthritis,Terminated
T55398,Rheumatoid arthritis,Phase 2
T55729,Rheumatoid arthritis,Phase 2
T56365,Rheumatoid arthritis,Phase 1/2
T56556,Rheumatoid arthritis,Approved
T58238,Rheumatoid arthritis,Approved
T58589,Rheumatoid arthritis,Phase 2
T58992,Rheumatoid arthritis,Phase 2
T59626,Rheumatoid arthritis,Discontinued in Phase 2
T59631,Rheumatoid arthritis,Phase 2
T60529,Rheumatoid arthritis,Approved
T60708,Rheumatoid arthritis,Phase 2
T61400,Rheumatoid arthritis,Phase 3
T61698,Rheumatoid arthritis,Discontinued in Phase 1
T61744,Rheumatoid arthritis,Phase 2
T61746,Rheumatoid arthritis,Patented
T62431,Rheumatoid arthritis,Phase 3
T62460,Rheumatoid arthritis,Approved
T63068,Rheumatoid arthritis,Approved
T63207,Rheumatoid arthritis,Phase 1
T63414,Rheumatoid arthritis,Phase 1
T63484,Rheumatoid arthritis,Discontinued in Phase 2
T65755,Rheumatoid arthritis,Phase 1
T65864,Rheumatoid arthritis,Phase 2a
T66665,Rheumatoid arthritis,Approved
T67363,Rheumatoid arthritis,Phase 3
T67849,Rheumatoid arthritis,Phase 3
T68039,Rheumatoid arthritis,Terminated
T68290,Rheumatoid arthritis,Patented
T69085,Rheumatoid arthritis,Discontinued in Phase 2
T72515,Rheumatoid arthritis,Approved
T72841,Rheumatoid arthritis,Approved
T72957,Rheumatoid arthritis,Discontinued in Phase 1
T73097,Rheumatoid arthritis,Phase 2
T73215,Rheumatoid arthritis,Phase 2
T73992,Rheumatoid arthritis,Clinical trial
T74002,Rheumatoid arthritis,Phase 2
T74402,Rheumatoid arthritis,Phase 1
T75440,Rheumatoid arthritis,Phase 2
T77664,Rheumatoid arthritis,Discontinued in Phase 2
T78111,Rheumatoid arthritis,Discontinued in Phase 1
T78198,Rheumatoid arthritis,Discontinued in Phase 1
T79798,Rheumatoid arthritis,Phase 2
T80276,Rheumatoid arthritis,Investigative
T80942,Rheumatoid arthritis,Terminated
T82393,Rheumatoid arthritis,Phase 2
T83145,Rheumatoid arthritis,Approved
T83687,Rheumatoid arthritis,Phase 2
T84581,Rheumatoid arthritis,Phase 3
T85158,Rheumatoid arthritis,Phase 2
T86130,Rheumatoid arthritis,Phase 2
T86552,Rheumatoid arthritis,Investigative
T86591,Rheumatoid arthritis,Preclinical
T86702,Rheumatoid arthritis,Terminated
T87946,Rheumatoid arthritis,Phase 2
T89988,Rheumatoid arthritis,Phase 1
T93440,Rheumatoid arthritis,Approved
T93783,Rheumatoid arthritis,Approved
T95385,Rheumatoid arthritis,Phase 1
T95488,Rheumatoid arthritis,Phase 2
T96837,Rheumatoid arthritis,Phase 1
T97035,Rheumatoid arthritis,Investigative
T97617,Rheumatoid arthritis,Phase 2
T98269,Rheumatoid arthritis,Phase 2
T99340,Rheumatoid arthritis,Phase 1
T11822,Rosacea,Discontinued in Preregistration
T31479,Rosacea,Approved
T72657,Rosacea,Phase 2
T09092,Sarcoidosis,Phase 2
T20178,Sarcoidosis,Phase 1/2
T22978,Sarcoidosis,Phase 3
T27861,Sarcoidosis,Phase 2
T47077,Sarcoidosis,Discontinued in Phase 2
T59550,Sarcoidosis,Phase 2
T65197,Sarcoidosis,Phase 2
T96299,Sarcoidosis,Terminated
T19579,Sarcoma,Phase 2
T24587,Sarcoma,Phase 3
T45993,Sarcoma,Phase 1
T71164,Sarcoma,Phase 1
T75243,Sarcoma,Phase 3
T80975,Sarcoma,Phase 2
T85529,Sarcoma,Phase 1/2
T86748,Sarcoma,Phase 2
T91894,Sarcoma,Phase 3
T96079,Sarcoma,Phase 1/2
T66023,Schistosomiasis,Approved
T28893,Schizoaffective disorder,Phase 2
T29683,Schizoaffective disorder,Discontinued in Phase 2b
T32060,Schizoaffective disorder,Phase 2
T50444,Schizoaffective disorder,Phase 2
T67162,Schizoaffective disorder,Phase 2
T02551,Schizophrenia,Phase 3
T02719,Schizophrenia,Phase 3
T07806,Schizophrenia,Approved
T16486,Schizophrenia,Terminated
T16691,Schizophrenia,Phase 3
T17852,Schizophrenia,Phase 2
T22118,Schizophrenia,Phase 3
T24983,Schizophrenia,Approved
T26623,Schizophrenia,Phase 1
T27137,Schizophrenia,Discontinued in Phase 2
T27812,Schizophrenia,Phase 3
T27944,Schizophrenia,Discontinued in Phase 2
T28893,Schizophrenia,Phase 2
T29303,Schizophrenia,Phase 2
T29683,Schizophrenia,Phase 2
T32060,Schizophrenia,Approved
T33124,Schizophrenia,Phase 1
T33584,Schizophrenia,Discontinued in Phase 1
T34429,Schizophrenia,Approved
T39610,Schizophrenia,Approved
T42446,Schizophrenia,Phase 2
T42748,Schizophrenia,Phase 2
T43760,Schizophrenia,Phase 1
T45674,Schizophrenia,Phase 3
T46360,Schizophrenia,Phase 3
T46828,Schizophrenia,Preclinical
T47094,Schizophrenia,Phase 1
T50444,Schizophrenia,Phase 2
T54128,Schizophrenia,Phase 2/3
T56367,Schizophrenia,Phase 1
T56923,Schizophrenia,Preclinical
T62292,Schizophrenia,Discontinued in Phase 1
T62820,Schizophrenia,Phase 1
T63068,Schizophrenia,Approved
T63967,Schizophrenia,Discontinued in Phase 2
T64382,Schizophrenia,Phase 2
T64591,Schizophrenia,Terminated
T64765,Schizophrenia,Phase 3
T64795,Schizophrenia,Approved
T67162,Schizophrenia,Approved
T69494,Schizophrenia,Approved
T69685,Schizophrenia,Phase 3
T72065,Schizophrenia,Phase 2
T72841,Schizophrenia,Phase 4
T75984,Schizophrenia,Phase 2
T76685,Schizophrenia,Discontinued in Phase 1
T76904,Schizophrenia,Preclinical
T77365,Schizophrenia,Discontinued in Phase 2
T77913,Schizophrenia,Phase 2
T78111,Schizophrenia,Discontinued in Phase 2
T78709,Schizophrenia,Phase 3
T79062,Schizophrenia,Phase 2
T79724,Schizophrenia,Preclinical
T79961,Schizophrenia,Discontinued in Phase 1
T82668,Schizophrenia,Preclinical
T83813,Schizophrenia,Phase 3
T84133,Schizophrenia,Phase 2
T84160,Schizophrenia,Phase 1
T85605,Schizophrenia,Approved
T85799,Schizophrenia,Terminated
T89361,Schizophrenia,Terminated
T93662,Schizophrenia,Approved
T99347,Schizophrenia,Phase 1
T99524,Schizophrenia,Phase 3
T06569,Seborrhoeic dermatitis,Approved
T13201,Seborrhoeic dermatitis,Approved
T16987,Seborrhoeic dermatitis,Approved
T20401,Seborrhoeic dermatitis,Approved
T43920,Seborrhoeic dermatitis,Approved
T53378,Seborrhoeic dermatitis,Approved
T60529,Seborrhoeic dermatitis,Approved
T87975,Seborrhoeic dermatitis,Approved
T02703,Sepsis,Phase 3
T20178,Sepsis,Discontinued in Phase 3
T20297,Sepsis,Discontinued in Phase 2
T21960,Sepsis,Investigative
T23212,Sepsis,Phase 2
T23714,Sepsis,Phase 2
T33754,Sepsis,Terminated
T34743,Sepsis,Approved
T40332,Sepsis,Investigative
T44068,Sepsis,Approved
T49814,Sepsis,Approved
T50269,Sepsis,Terminated
T52110,Sepsis,Discontinued in Phase 2
T55285,Sepsis,Terminated
T69912,Sepsis,Discontinued in Phase 3
T78890,Sepsis,Phase 3
T79232,Sepsis,Phase 2
T80896,Sepsis,Phase 1
T81443,Sepsis,Phase 3
T83369,Sepsis,Discontinued in Phase 1
T87023,Sepsis,Phase 2
T87946,Sepsis,Discontinued in Phase 2
T92072,Sepsis,Investigative
T92138,Sepsis,Discontinued in Phase 1
T92144,Sepsis,Investigative
T01777,Sexual dysfunction,Discontinued in Phase 2
T11448,Sexual dysfunction,Discontinued in Phase 2
T21960,Sexual dysfunction,Preclinical
T23547,Sexual dysfunction,Preclinical
T34429,Sexual dysfunction,Preclinical
T44141,Sexual dysfunction,Preclinical
T55860,Sexual dysfunction,Preclinical
T67162,Sexual dysfunction,Phase 2
T72458,Sexual dysfunction,Phase 3
T76846,Sexual dysfunction,Preclinical
T99840,Sexual dysfunction,Preclinical
T14342,Sexually transmitted infection,Phase 3
T06955,Sezary syndrome,Approved
T08029,Sickle-cell disorder,Phase 2
T10965,Sickle-cell disorder,Phase 4
T17852,Sickle-cell disorder,Phase 2
T26470,Sickle-cell disorder,Phase 1/2
T31458,Sickle-cell disorder,Phase 2/3
T31825,Sickle-cell disorder,Phase 1
T49493,Sickle-cell disorder,Approved
T49689,Sickle-cell disorder,Phase 1
T71369,Sickle-cell disorder,Phase 1
T71398,Sickle-cell disorder,Phase 2
T72835,Sickle-cell disorder,Phase 1
T80886,Sickle-cell disorder,Phase 1
T88304,Sickle-cell disorder,Phase 1
T06020,Sjogren syndrome,Phase 2
T14755,Sjogren syndrome,Phase 1
T16144,Sjogren syndrome,Phase 2
T35232,Sjogren syndrome,Phase 1
T45758,Sjogren syndrome,Phase 2
T67684,Sjogren syndrome,Approved
T67849,Sjogren syndrome,Phase 2
T68001,Sjogren syndrome,Phase 2
T68290,Sjogren syndrome,Phase 2
T83687,Sjogren syndrome,Phase 2
T97873,Sjogren syndrome,Phase 1
T22348,Skin and skin-structure infection,Phase 2
T34743,Skin and skin-structure infection,Phase 3
T72545,Skin and skin-structure infection,Phase 2
T46482,Skin cancer,Approved
T66505,Skin cancer,Phase 2
T83011,Skin cancer,Patented
T11451,Skin disease,Phase 2
T68066,Skin disease,Approved
T83145,Skin disease,Patented
T86836,Skin disease,Phase 1
T93711,Skin disease,Investigative
T20251,Sleep-wake disorder,Phase 3
T32060,Sleep-wake disorder,Phase 3
T62292,Sleep-wake disorder,Phase 2
T64765,Sleep-wake disorder,Phase 1
T73482,Sleep-wake disorder,Terminated
T77913,Sleep-wake disorder,Approved
T79062,Sleep-wake disorder,Terminated
T83813,Sleep-wake disorder,Phase 3
T84457,Sleep-wake disorder,Phase 2
T97613,Sleep-wake disorder,Terminated
T27495,Smallpox,Approved
T31479,Snakebite,Phase 2
T11754,Social anxiety disorder,Phase 2
T84457,Social anxiety disorder,Phase 3
T00100,Solid tumour/cancer,Phase 1
T00140,Solid tumour/cancer,Phase 2
T00176,Solid tumour/cancer,Phase 3
T00254,Solid tumour/cancer,Preclinical
T00484,Solid tumour/cancer,Investigative
T00749,Solid tumour/cancer,Phase 1/2
T00884,Solid tumour/cancer,Phase 1
T01003,Solid tumour/cancer,Investigative
T01110,Solid tumour/cancer,Phase 2
T01232,Solid tumour/cancer,Phase 1/2
T01271,Solid tumour/cancer,Investigative
T01521,Solid tumour/cancer,Preclinical
T01840,Solid tumour/cancer,Terminated
T01973,Solid tumour/cancer,Investigative
T02134,Solid tumour/cancer,Investigative
T02246,Solid tumour/cancer,Phase 1
T02258,Solid tumour/cancer,Phase 3
T02551,Solid tumour/cancer,Phase 1
T02617,Solid tumour/cancer,Phase 1
T02677,Solid tumour/cancer,Phase 3
T02703,Solid tumour/cancer,Phase 3
T03189,Solid tumour/cancer,Phase 1/2
T03313,Solid tumour/cancer,Phase 1
T03346,Solid tumour/cancer,Phase 2
T03513,Solid tumour/cancer,Phase 1
T03634,Solid tumour/cancer,Phase 1/2
T03672,Solid tumour/cancer,Phase 1
T03755,Solid tumour/cancer,Discontinued in Phase 2
T03871,Solid tumour/cancer,Investigative
T03917,Solid tumour/cancer,Phase 2
T04084,Solid tumour/cancer,Investigative
T04741,Solid tumour/cancer,Investigative
T05031,Solid tumour/cancer,Phase 1
T05090,Solid tumour/cancer,Phase 1
T05849,Solid tumour/cancer,Phase 3
T06011,Solid tumour/cancer,Phase 2
T06037,Solid tumour/cancer,Investigative
T06093,Solid tumour/cancer,Investigative
T06128,Solid tumour/cancer,Phase 1/2
T06273,Solid tumour/cancer,Phase 1/2
T06475,Solid tumour/cancer,Phase 2
T06569,Solid tumour/cancer,Phase 3
T06841,Solid tumour/cancer,Phase 1
T06869,Solid tumour/cancer,Phase 3
T06955,Solid tumour/cancer,Phase 1/2
T06958,Solid tumour/cancer,Phase 1/2
T07173,Solid tumour/cancer,Approved
T07279,Solid tumour/cancer,Phase 1
T07303,Solid tumour/cancer,Phase 3
T07394,Solid tumour/cancer,Phase 1/2
T07893,Solid tumour/cancer,Phase 1
T07931,Solid tumour/cancer,Phase 2
T08133,Solid tumour/cancer,Phase 1
T08326,Solid tumour/cancer,Investigative
T08391,Solid tumour/cancer,Phase 3
T08499,Solid tumour/cancer,Phase 1
T09058,Solid tumour/cancer,Phase 2/3
T09092,Solid tumour/cancer,Phase 1
T09528,Solid tumour/cancer,Preclinical
T09756,Solid tumour/cancer,Discontinued in Phase 1
T09826,Solid tumour/cancer,Approved
T09937,Solid tumour/cancer,Phase 2
T09960,Solid tumour/cancer,Phase 1
T10091,Solid tumour/cancer,Investigative
T10191,Solid tumour/cancer,Investigative
T10491,Solid tumour/cancer,Preclinical
T10877,Solid tumour/cancer,Phase 1
T10937,Solid tumour/cancer,Investigative
T10965,Solid tumour/cancer,Discontinued in Phase 2
T11069,Solid tumour/cancer,Phase 1
T11211,Solid tumour/cancer,Investigative
T11309,Solid tumour/cancer,Phase 1
T11451,Solid tumour/cancer,Phase 2
T11822,Solid tumour/cancer,Phase 2
T12091,Solid tumour/cancer,Phase 1
T12097,Solid tumour/cancer,Phase 1
T12355,Solid tumour/cancer,Phase 1
T12475,Solid tumour/cancer,Approved
T12499,Solid tumour/cancer,Phase 2
T12646,Solid tumour/cancer,Phase 1
T13057,Solid tumour/cancer,Phase 1/2
T13127,Solid tumour/cancer,Phase 1
T13201,Solid tumour/cancer,Phase 3
T13348,Solid tumour/cancer,Phase 1
T13616,Solid tumour/cancer,Investigative
T13629,Solid tumour/cancer,Patented
T13741,Solid tumour/cancer,Phase 1
T13852,Solid tumour/cancer,Terminated
T14037,Solid tumour/cancer,Phase 1
T14231,Solid tumour/cancer,Phase 1
T14342,Solid tumour/cancer,Phase 1/2
T14558,Solid tumour/cancer,Approved
T14592,Solid tumour/cancer,Investigative
T14597,Solid tumour/cancer,Phase 2
T14731,Solid tumour/cancer,Investigative
T14755,Solid tumour/cancer,Phase 1
T14875,Solid tumour/cancer,Preclinical
T14912,Solid tumour/cancer,Phase 2
T14945,Solid tumour/cancer,Terminated
T15000,Solid tumour/cancer,Phase 3
T15023,Solid tumour/cancer,Phase 1
T15068,Solid tumour/cancer,Phase 1
T15344,Solid tumour/cancer,Phase 2
T15497,Solid tumour/cancer,Clinical trial
T15510,Solid tumour/cancer,Phase 1/2
T15556,Solid tumour/cancer,Terminated
T15700,Solid tumour/cancer,Investigative
T15739,Solid tumour/cancer,Phase 2
T15776,Solid tumour/cancer,Patented
T15783,Solid tumour/cancer,Phase 1/2
T15797,Solid tumour/cancer,Preclinical
T15855,Solid tumour/cancer,Phase 1
T16353,Solid tumour/cancer,Investigative
T16422,Solid tumour/cancer,Phase 3
T16514,Solid tumour/cancer,Phase 1
T16601,Solid tumour/cancer,Phase 2
T16739,Solid tumour/cancer,Phase 1
T16769,Solid tumour/cancer,Phase 2
T16784,Solid tumour/cancer,Phase 1/2
T16808,Solid tumour/cancer,Phase 1
T16868,Solid tumour/cancer,Phase 2
T16987,Solid tumour/cancer,Phase 3
T17048,Solid tumour/cancer,Phase 2
T17067,Solid tumour/cancer,Preclinical
T17163,Solid tumour/cancer,Investigative
T17345,Solid tumour/cancer,Approved
T17629,Solid tumour/cancer,Phase 1/2
T17687,Solid tumour/cancer,Phase 2/3
T17758,Solid tumour/cancer,Discontinued in Phase 1/2
T17980,Solid tumour/cancer,Phase 1
T17986,Solid tumour/cancer,Phase 1
T18477,Solid tumour/cancer,Phase 2
T18551,Solid tumour/cancer,Patented
T18779,Solid tumour/cancer,Phase 2
T18876,Solid tumour/cancer,Phase 1
T18950,Solid tumour/cancer,Phase 2
T18972,Solid tumour/cancer,Phase 1
T19011,Solid tumour/cancer,Terminated
T19229,Solid tumour/cancer,Phase 3
T19334,Solid tumour/cancer,Phase 1
T19579,Solid tumour/cancer,Phase 1/2
T19852,Solid tumour/cancer,Phase 1
T20103,Solid tumour/cancer,Preclinical
T20178,Solid tumour/cancer,Phase 2
T20185,Solid tumour/cancer,Phase 2
T20297,Solid tumour/cancer,Discontinued in Phase 3
T20333,Solid tumour/cancer,Phase 2
T20401,Solid tumour/cancer,Phase 3
T20575,Solid tumour/cancer,Phase 1
T20593,Solid tumour/cancer,Phase 1
T20710,Solid tumour/cancer,Phase 2
T20761,Solid tumour/cancer,Phase 2
T20891,Solid tumour/cancer,Investigative
T20978,Solid tumour/cancer,Phase 1/2
T21112,Solid tumour/cancer,Approved
T21123,Solid tumour/cancer,Phase 1
T21307,Solid tumour/cancer,Phase 1
T21312,Solid tumour/cancer,Phase 1
T21617,Solid tumour/cancer,Phase 1
T21669,Solid tumour/cancer,Phase 3
T21960,Solid tumour/cancer,Phase 1/2
T22095,Solid tumour/cancer,Phase 1
T22274,Solid tumour/cancer,Phase 1
T22655,Solid tumour/cancer,Phase 1
T22658,Solid tumour/cancer,Phase 2
T22939,Solid tumour/cancer,Approved
T22977,Solid tumour/cancer,Phase 2
T23003,Solid tumour/cancer,Phase 3
T23178,Solid tumour/cancer,Phase 1
T23276,Solid tumour/cancer,Phase 1/2
T23348,Solid tumour/cancer,Terminated
T23499,Solid tumour/cancer,Discontinued in Phase 1
T23666,Solid tumour/cancer,Phase 1
T23673,Solid tumour/cancer,Phase 2
T23714,Solid tumour/cancer,Investigative
T23787,Solid tumour/cancer,Phase 1
T23953,Solid tumour/cancer,Phase 1
T25005,Solid tumour/cancer,Phase 2
T25258,Solid tumour/cancer,Phase 1
T25265,Solid tumour/cancer,Phase 2
T25307,Solid tumour/cancer,Phase 2
T25315,Solid tumour/cancer,Preclinical
T25537,Solid tumour/cancer,Phase 1
T25663,Solid tumour/cancer,Phase 2
T25726,Solid tumour/cancer,Phase 2
T25889,Solid tumour/cancer,Investigative
T25956,Solid tumour/cancer,Phase 1/2
T26170,Solid tumour/cancer,Phase 1
T26226,Solid tumour/cancer,Phase 2
T27021,Solid tumour/cancer,Discontinued in Phase 2
T27106,Solid tumour/cancer,Phase 1/2
T27602,Solid tumour/cancer,Investigative
T27736,Solid tumour/cancer,Phase 1
T27812,Solid tumour/cancer,Investigative
T27826,Solid tumour/cancer,Phase 1
T27861,Solid tumour/cancer,Phase 1
T27918,Solid tumour/cancer,Phase 1
T28484,Solid tumour/cancer,Phase 2
T28661,Solid tumour/cancer,Approved
T28713,Solid tumour/cancer,Phase 2
T28717,Solid tumour/cancer,Phase 1
T28887,Solid tumour/cancer,Phase 1
T28893,Solid tumour/cancer,Phase 1
T28925,Solid tumour/cancer,Phase 2
T29130,Solid tumour/cancer,Phase 3
T29144,Solid tumour/cancer,Phase 1/2
T29339,Solid tumour/cancer,Phase 1
T29774,Solid tumour/cancer,Phase 1
T30081,Solid tumour/cancer,Phase 2
T30082,Solid tumour/cancer,Discontinued in Phase 2
T30418,Solid tumour/cancer,Phase 1
T30420,Solid tumour/cancer,Preclinical
T30635,Solid tumour/cancer,Phase 1
T30687,Solid tumour/cancer,Phase 1
T30784,Solid tumour/cancer,Phase 2
T30823,Solid tumour/cancer,Terminated
T31072,Solid tumour/cancer,Phase 1
T31309,Solid tumour/cancer,Approved
T31329,Solid tumour/cancer,Phase 2
T31600,Solid tumour/cancer,Phase 1
T31621,Solid tumour/cancer,Phase 3
T31902,Solid tumour/cancer,Investigative
T31946,Solid tumour/cancer,Phase 3
T31992,Solid tumour/cancer,Phase 3
T32880,Solid tumour/cancer,Investigative
T32973,Solid tumour/cancer,Phase 2/3
T33990,Solid tumour/cancer,Phase 2
T34234,Solid tumour/cancer,Discontinued in Phase 2
T34296,Solid tumour/cancer,Phase 3
T34624,Solid tumour/cancer,Phase 1/2
T34867,Solid tumour/cancer,Phase 3
T35063,Solid tumour/cancer,Phase 1/2
T35173,Solid tumour/cancer,Phase 2
T35232,Solid tumour/cancer,Phase 1
T35465,Solid tumour/cancer,Phase 3
T35474,Solid tumour/cancer,Investigative
T35486,Solid tumour/cancer,Phase 2
T35591,Solid tumour/cancer,Phase 1/2
T35792,Solid tumour/cancer,Preclinical
T35940,Solid tumour/cancer,Discontinued in Phase 1
T36059,Solid tumour/cancer,Phase 3
T36467,Solid tumour/cancer,Phase 1
T36479,Solid tumour/cancer,Phase 1
T36741,Solid tumour/cancer,Phase 1
T36958,Solid tumour/cancer,Phase 1
T36959,Solid tumour/cancer,Phase 2
T37012,Solid tumour/cancer,Phase 1
T37434,Solid tumour/cancer,Phase 1
T37847,Solid tumour/cancer,Phase 1/2
T37848,Solid tumour/cancer,Phase 3
T37952,Solid tumour/cancer,Phase 1/2
T38201,Solid tumour/cancer,Phase 1
T38301,Solid tumour/cancer,Approved
T38529,Solid tumour/cancer,Phase 1
T38875,Solid tumour/cancer,Phase 1
T39047,Solid tumour/cancer,Phase 1/2
T39054,Solid tumour/cancer,Phase 1
T39716,Solid tumour/cancer,Discontinued in Phase 3
T39797,Solid tumour/cancer,Phase 1
T39996,Solid tumour/cancer,Preclinical
T40016,Solid tumour/cancer,Approved
T40045,Solid tumour/cancer,Discontinued in Phase 1
T40097,Solid tumour/cancer,Phase 1
T40111,Solid tumour/cancer,Approved
T40192,Solid tumour/cancer,Phase 2
T40276,Solid tumour/cancer,Phase 2
T40474,Solid tumour/cancer,Phase 3
T40491,Solid tumour/cancer,Phase 1
T40556,Solid tumour/cancer,Phase 1/2
T40694,Solid tumour/cancer,Phase 3
T40800,Solid tumour/cancer,Phase 1
T40812,Solid tumour/cancer,Phase 1/2
T40874,Solid tumour/cancer,Phase 2
T40954,Solid tumour/cancer,Phase 3
T41141,Solid tumour/cancer,Patented
T41171,Solid tumour/cancer,Phase 1
T41380,Solid tumour/cancer,Phase 1
T41515,Solid tumour/cancer,Phase 1/2
T41560,Solid tumour/cancer,Phase 1
T41955,Solid tumour/cancer,Phase 1
T41963,Solid tumour/cancer,Phase 2
T42000,Solid tumour/cancer,Investigative
T42446,Solid tumour/cancer,Phase 3
T42658,Solid tumour/cancer,Preclinical
T43189,Solid tumour/cancer,Approved
T43718,Solid tumour/cancer,Phase 1
T43760,Solid tumour/cancer,Phase 1
T43920,Solid tumour/cancer,Phase 3
T43980,Solid tumour/cancer,Phase 1
T44141,Solid tumour/cancer,Phase 1
T44458,Solid tumour/cancer,Phase 1
T44513,Solid tumour/cancer,Phase 1
T44818,Solid tumour/cancer,Phase 1
T45196,Solid tumour/cancer,Phase 1
T45591,Solid tumour/cancer,Phase 1/2
T45597,Solid tumour/cancer,Phase 1
T45598,Solid tumour/cancer,Phase 1
T45612,Solid tumour/cancer,Phase 2
T45758,Solid tumour/cancer,Phase 1
T46084,Solid tumour/cancer,Phase 1
T46365,Solid tumour/cancer,Terminated
T46456,Solid tumour/cancer,Phase 1
T46482,Solid tumour/cancer,Phase 1/2
T46521,Solid tumour/cancer,Investigative
T46524,Solid tumour/cancer,Phase 1
T46642,Solid tumour/cancer,Discontinued in Phase 1
T46781,Solid tumour/cancer,Phase 3
T46789,Solid tumour/cancer,Phase 1
T47077,Solid tumour/cancer,Terminated
T47087,Solid tumour/cancer,Discontinued in Phase 1
T47094,Solid tumour/cancer,Phase 3
T47101,Solid tumour/cancer,Phase 3
T47165,Solid tumour/cancer,Phase 2
T47387,Solid tumour/cancer,Phase 2
T47863,Solid tumour/cancer,Phase 1
T47864,Solid tumour/cancer,Phase 1
T47885,Solid tumour/cancer,Investigative
T48069,Solid tumour/cancer,Phase 3
T48429,Solid tumour/cancer,Phase 1/2
T48598,Solid tumour/cancer,Phase 1
T48703,Solid tumour/cancer,Phase 1/2
T48945,Solid tumour/cancer,Approved
T49105,Solid tumour/cancer,Phase 1
T49146,Solid tumour/cancer,Phase 2
T49156,Solid tumour/cancer,Phase 1
T49453,Solid tumour/cancer,Phase 1/2
T49507,Solid tumour/cancer,Investigative
T49639,Solid tumour/cancer,Phase 1
T49755,Solid tumour/cancer,Phase 1
T49898,Solid tumour/cancer,Phase 2
T49989,Solid tumour/cancer,Phase 1
T50461,Solid tumour/cancer,Terminated
T50594,Solid tumour/cancer,Phase 1
T50699,Solid tumour/cancer,Phase 1
T51038,Solid tumour/cancer,Approved
T51076,Solid tumour/cancer,Approved
