drug_id,disease_name,disease_specific_drug_approval_status
D04HLE,Solid tumour/cancer,Discontinued in Phase 2
D0X4IH,Solid tumour/cancer,Phase 2
D01ZAQ,Solid tumour/cancer,Phase 2
D02NXM,Solid tumour/cancer,Phase 2
D06HYF,Solid tumour/cancer,Phase 1
D07DWF,Solid tumour/cancer,Phase 1
D07SYZ,Solid tumour/cancer,Phase 2
D09CCZ,Solid tumour/cancer,Phase 1/2
D09DGE,Solid tumour/cancer,Investigative
D0I4TH,Solid tumour/cancer,Phase 2
D0L8PZ,Solid tumour/cancer,Phase 1
D0PX5F,Solid tumour/cancer,Investigative
D0S5WP,Solid tumour/cancer,Phase 2
D0V1ES,Solid tumour/cancer,Investigative
D03KLF,Solid tumour/cancer,Phase 1
D03KVW,Solid tumour/cancer,Phase 1
D08TAB,Solid tumour/cancer,Preclinical
DA02DE,Solid tumour/cancer,Phase 1
D07THJ,Solid tumour/cancer,Terminated
D0V8AG,Solid tumour/cancer,Phase 2
D2H6NI,Solid tumour/cancer,Phase 1/2
D59OTG,Solid tumour/cancer,Phase 1/2
D0GMN2,Solid tumour/cancer,Phase 1
D0X4RS,Solid tumour/cancer,Approved
D0C0ME,Solid tumour/cancer,Preclinical
D0G3PK,Solid tumour/cancer,Investigative
D0M5FO,Solid tumour/cancer,Preclinical
D0AD3V,Solid tumour/cancer,Phase 1
D00ZBQ,Solid tumour/cancer,Investigative
D01RRF,Solid tumour/cancer,Phase 1
D03RMN,Solid tumour/cancer,Phase 1
D03TJN,Solid tumour/cancer,Preclinical
D03XCR,Solid tumour/cancer,Phase 1
D04AMD,Solid tumour/cancer,Phase 2
D04EPS,Solid tumour/cancer,Investigative
D04RKH,Solid tumour/cancer,Investigative
D05KNG,Solid tumour/cancer,Phase 1
D06QRY,Solid tumour/cancer,Investigative
D07JAI,Solid tumour/cancer,Phase 1
D07QFU,Solid tumour/cancer,Phase 2
D07XBZ,Solid tumour/cancer,Investigative
D08NAD,Solid tumour/cancer,Phase 2/3
D08OVG,Solid tumour/cancer,Phase 1
D09BOH,Solid tumour/cancer,Phase 2
D09EHO,Solid tumour/cancer,Phase 2
D09EQZ,Solid tumour/cancer,Investigative
D09TXG,Solid tumour/cancer,Discontinued in Phase 2
D0J4MY,Solid tumour/cancer,Phase 1
D0K5CJ,Solid tumour/cancer,Phase 1
D0KX9Z,Solid tumour/cancer,Discontinued in Phase 2
D0X1BJ,Solid tumour/cancer,Discontinued in Phase 1
D0XA1B,Solid tumour/cancer,Investigative
D03SZR,Solid tumour/cancer,Preclinical
D03YVR,Solid tumour/cancer,Terminated
D06RQU,Solid tumour/cancer,Preclinical
D07FPY,Solid tumour/cancer,Phase 1
D0DO5U,Solid tumour/cancer,Preclinical
D0J8OC,Solid tumour/cancer,Preclinical
D0L5DZ,Solid tumour/cancer,Preclinical
D0N3SH,Solid tumour/cancer,Discontinued in Phase 1
D0UC6H,Solid tumour/cancer,Preclinical
D0UL5X,Solid tumour/cancer,Preclinical
D0W8JE,Solid tumour/cancer,Preclinical
D0W9NH,Solid tumour/cancer,Discontinued in Phase 2
D0S1AD,Solid tumour/cancer,Discontinued in Phase 2
D0A4UW,Solid tumour/cancer,Phase 1
D6AHO2,Solid tumour/cancer,Phase 1
D02BLD,Solid tumour/cancer,Preclinical
D0N0RN,Solid tumour/cancer,Phase 1
D53CGK,Solid tumour/cancer,Phase 1/2
D02KKA,Solid tumour/cancer,Phase 1
D04UYY,Solid tumour/cancer,Investigative
D05CHR,Solid tumour/cancer,Discontinued in Phase 1
D06JBA,Solid tumour/cancer,Discontinued in Phase 1
D08JRT,Solid tumour/cancer,Discontinued in Phase 1/2
D0MW7S,Solid tumour/cancer,Phase 2
D0X3PN,Solid tumour/cancer,Investigative
D48UEV,Solid tumour/cancer,Phase 1
D56ERU,Solid tumour/cancer,Phase 1
D9Y8ZU,Solid tumour/cancer,Phase 1
DH17JI,Solid tumour/cancer,Phase 1
DVX4P3,Solid tumour/cancer,Phase 1
D0VW0I,Solid tumour/cancer,Phase 1
D06WHY,Solid tumour/cancer,Phase 1
D07DTV,Solid tumour/cancer,Phase 1
D07ZJC,Solid tumour/cancer,Preclinical
D0P0KN,Solid tumour/cancer,Phase 1
D0T4SJ,Solid tumour/cancer,Investigative
D0T5AH,Solid tumour/cancer,Investigative
D0V1NK,Solid tumour/cancer,Investigative
DKCU40,Solid tumour/cancer,Phase 1
D0I0SY,Solid tumour/cancer,Terminated
D01MNK,Solid tumour/cancer,Investigative
D04TPU,Solid tumour/cancer,Phase 2
D0WN1N,Solid tumour/cancer,Investigative
D4USX5,Solid tumour/cancer,Phase 1
D0Q5QV,Solid tumour/cancer,Phase 1
D0YZ1Q,Solid tumour/cancer,Phase 1
D03AVS,Solid tumour/cancer,Phase 1
D0C4JV,Solid tumour/cancer,Investigative
D0S9IE,Solid tumour/cancer,Phase 1
D0C3AA,Solid tumour/cancer,Phase 1
D0V6OA,Solid tumour/cancer,Phase 2
D0A8LP,Solid tumour/cancer,Phase 1
D0A4GQ,Solid tumour/cancer,Phase 2
D0H8PX,Solid tumour/cancer,Phase 1
DBDW09,Solid tumour/cancer,Phase 1
D09SHX,Solid tumour/cancer,Phase 2
D0C4BD,Solid tumour/cancer,Phase 1
D0C5YQ,Solid tumour/cancer,Terminated
D00RTU,Solid tumour/cancer,Investigative
D07NBA,Solid tumour/cancer,Phase 2
D0AU2T,Solid tumour/cancer,Phase 1
D04FXS,Solid tumour/cancer,Discontinued in Phase 2
D0NS6Z,Solid tumour/cancer,Phase 1
D0X1ZV,Solid tumour/cancer,Preclinical
D7K3FB,Solid tumour/cancer,Phase 1
D1PC9J,Solid tumour/cancer,Phase 1/2
D0AZ5O,Solid tumour/cancer,Investigative
D07QKK,Solid tumour/cancer,Phase 3
D0A1DG,Solid tumour/cancer,Phase 1
D0L1GD,Solid tumour/cancer,Phase 1
DXWP72,Solid tumour/cancer,Phase 1
D0Q6NN,Solid tumour/cancer,Clinical trial
D07RIJ,Solid tumour/cancer,Phase 1
D09CRQ,Solid tumour/cancer,Terminated
D0F4NN,Solid tumour/cancer,Phase 1
D7Z1CR,Solid tumour/cancer,Phase 1
D07UUB,Solid tumour/cancer,Phase 1
D0D1HS,Solid tumour/cancer,Phase 1
D0Q8CV,Solid tumour/cancer,Phase 2
D0HY9S,Solid tumour/cancer,Phase 1
D0J6RV,Solid tumour/cancer,Phase 1
D81YNE,Solid tumour/cancer,Phase 1
D01PGR,Solid tumour/cancer,Phase 2
D02ELN,Solid tumour/cancer,Investigative
D03NJY,Solid tumour/cancer,Phase 1
D03XRZ,Solid tumour/cancer,Investigative
D05EXN,Solid tumour/cancer,Phase 1/2
D05RSS,Solid tumour/cancer,Investigative
D05SXC,Solid tumour/cancer,Terminated
D08BTX,Solid tumour/cancer,Investigative
D08PSC,Solid tumour/cancer,Phase 1
D09VHS,Solid tumour/cancer,Investigative
D0D8JB,Solid tumour/cancer,Phase 2
D0E1YN,Solid tumour/cancer,Investigative
D0H1WC,Solid tumour/cancer,Phase 2
D0H4KF,Solid tumour/cancer,Investigative
D0J9PK,Solid tumour/cancer,Investigative
D0JD4S,Solid tumour/cancer,Investigative
D0K1VK,Solid tumour/cancer,Discontinued in Phase 1/2
D0N9TK,Solid tumour/cancer,Investigative
D0O6VZ,Solid tumour/cancer,Phase 1
D0QE9F,Solid tumour/cancer,Investigative
D0R9VX,Solid tumour/cancer,Phase 1
D0V7WS,Solid tumour/cancer,Approved
D0VG0D,Solid tumour/cancer,Phase 2
D0W3UV,Solid tumour/cancer,Phase 2
D0X4RT,Solid tumour/cancer,Phase 1
D0X7IN,Solid tumour/cancer,Phase 1/2
D0Y0FE,Solid tumour/cancer,Phase 1
D04LTF,Solid tumour/cancer,Phase 2
D07ZHV,Solid tumour/cancer,Discontinued in Phase 2
D0C6VV,Solid tumour/cancer,Phase 2
D0J5TS,Solid tumour/cancer,Approved
D02SHI,Solid tumour/cancer,Phase 1
D07DWC,Solid tumour/cancer,Phase 1
D09OAQ,Solid tumour/cancer,Discontinued in Phase 2
D0E4VQ,Solid tumour/cancer,Phase 3
D08DSC,Solid tumour/cancer,Preclinical
D03GGN,Solid tumour/cancer,Phase 1
D06ZXF,Solid tumour/cancer,Phase 1
D09YXT,Solid tumour/cancer,Phase 1
D0AE6Q,Solid tumour/cancer,Phase 1/2
D7UIZ1,Solid tumour/cancer,Phase 1/2
DC8HR6,Solid tumour/cancer,Phase 1
DEU8O6,Solid tumour/cancer,Phase 1
DVA36E,Solid tumour/cancer,Phase 1
D0T4OT,Solid tumour/cancer,Discontinued in Phase 2
D04UBI,Solid tumour/cancer,Phase 1
D0J4XV,Solid tumour/cancer,Phase 1
DJ0P6A,Solid tumour/cancer,Phase 1
DS2J7Q,Solid tumour/cancer,Phase 1
D0J7ML,Solid tumour/cancer,Phase 1
D0Q4LG,Solid tumour/cancer,Phase 1
D05OXZ,Solid tumour/cancer,Phase 1
D0R6EQ,Solid tumour/cancer,Terminated
D0W1WF,Solid tumour/cancer,Investigative
D08FDX,Solid tumour/cancer,Phase 1
D0I5OR,Solid tumour/cancer,Phase 2
D0J3TI,Solid tumour/cancer,Phase 1
DPIR35,Solid tumour/cancer,Phase 1
D0V5YQ,Solid tumour/cancer,Investigative
D04CTP,Solid tumour/cancer,Investigative
D05FKU,Solid tumour/cancer,Phase 1
D0J5HR,Solid tumour/cancer,Phase 1
D05IIP,Solid tumour/cancer,Phase 3
D08HQI,Solid tumour/cancer,Phase 2
D01LMM,Solid tumour/cancer,Phase 1
D0UP1Z,Solid tumour/cancer,Phase 2/3
D0W7HE,Solid tumour/cancer,Phase 2
D0Y2NS,Solid tumour/cancer,Phase 1/2
D0H4RV,Solid tumour/cancer,Investigative
D0OX6I,Solid tumour/cancer,Investigative
D00UCC,Solid tumour/cancer,Discontinued in Phase 1
D01JOA,Solid tumour/cancer,Discontinued in Phase 1
D05QAA,Solid tumour/cancer,Investigative
D0L0CL,Solid tumour/cancer,Terminated
D0L4GF,Solid tumour/cancer,Terminated
D0N4IV,Solid tumour/cancer,Phase 1/2
D00YPR,Solid tumour/cancer,Phase 2
D07HRU,Solid tumour/cancer,Phase 1
D07OIZ,Solid tumour/cancer,Investigative
D0AK4H,Solid tumour/cancer,Investigative
D0D7BX,Solid tumour/cancer,Phase 1
D0E8VF,Solid tumour/cancer,Discontinued in Phase 1
D0H4GI,Solid tumour/cancer,Terminated
D0R0FO,Solid tumour/cancer,Phase 1/2
D0R3IK,Solid tumour/cancer,Investigative
D0ZI5A,Solid tumour/cancer,Phase 1
D0LL4Y,Solid tumour/cancer,Phase 1
D06PSU,Solid tumour/cancer,Phase 1
D00GLW,Solid tumour/cancer,Investigative
D02SGT,Solid tumour/cancer,Investigative
D09POQ,Solid tumour/cancer,Phase 1
D0MM4H,Solid tumour/cancer,Phase 1
DG9LF8,Solid tumour/cancer,Phase 1
D0OY9L,Solid tumour/cancer,Phase 1
D02IKF,Solid tumour/cancer,Phase 1
D05USL,Solid tumour/cancer,Investigative
D0H3UR,Solid tumour/cancer,Phase 1
DPNT63,Solid tumour/cancer,Phase 1/2
D01NUR,Solid tumour/cancer,Phase 2
D0C1JP,Solid tumour/cancer,Phase 1/2
D07TRP,Solid tumour/cancer,Phase 1
D00UVU,Solid tumour/cancer,Phase 1/2
D09TCY,Solid tumour/cancer,Phase 2
D09XOF,Solid tumour/cancer,Phase 1
DHS3X7,Solid tumour/cancer,Phase 1
DS39MT,Solid tumour/cancer,Phase 1
D00LGR,Solid tumour/cancer,Phase 1
D0Y5QA,Solid tumour/cancer,Phase 1
DI0ZA3,Solid tumour/cancer,Phase 1/2
D0CR7L,Solid tumour/cancer,Phase 1
DC6UG5,Solid tumour/cancer,Phase 1
DFZ0V3,Solid tumour/cancer,Phase 1
DM1VE5,Solid tumour/cancer,Phase 1
D05YAG,Solid tumour/cancer,Approved
D5P3SI,Solid tumour/cancer,Phase 1
D08UOY,Solid tumour/cancer,Phase 2
D0B8NW,Solid tumour/cancer,Terminated
D0K6ES,Solid tumour/cancer,Investigative
D06CVN,Solid tumour/cancer,Phase 1
D07DPC,Solid tumour/cancer,Phase 1
D09JGH,Solid tumour/cancer,Phase 2
D0GL7H,Solid tumour/cancer,Phase 1/2
D0N2GC,Solid tumour/cancer,Phase 1/2
D0N8JG,Solid tumour/cancer,Phase 2
D0P9KD,Solid tumour/cancer,Phase 1
D0Y0HC,Solid tumour/cancer,Phase 1
D4X9MD,Solid tumour/cancer,Preclinical
D0NX0S,Solid tumour/cancer,Phase 1
D0S1ZB,Solid tumour/cancer,Approved
D09IYM,Solid tumour/cancer,Phase 1
DHMO41,Solid tumour/cancer,Phase 1
D1RIW2,Solid tumour/cancer,Phase 2
DSU7K2,Solid tumour/cancer,Preclinical
D04UUD,Solid tumour/cancer,Phase 2
D09RLQ,Solid tumour/cancer,Phase 1
D04JTD,Solid tumour/cancer,Phase 2
D0M4MG,Solid tumour/cancer,Phase 2
D04FMB,Solid tumour/cancer,Phase 1
D06SJZ,Solid tumour/cancer,Phase 1
D00UZR,Solid tumour/cancer,Phase 2
D01XZG,Solid tumour/cancer,Phase 1
D05SBO,Solid tumour/cancer,Phase 3
D08MXP,Solid tumour/cancer,Phase 3
D0DX4J,Solid tumour/cancer,Phase 1
D0Y6HA,Solid tumour/cancer,Terminated
D07DIM,Solid tumour/cancer,Approved
D03BKV,Solid tumour/cancer,Phase 1
D9DQ1I,Solid tumour/cancer,Phase 1
D06JAL,Solid tumour/cancer,Phase 1
D0F1ZI,Solid tumour/cancer,Phase 2
D00EQY,Solid tumour/cancer,Phase 1
D04RHJ,Solid tumour/cancer,Phase 1
D06FUE,Solid tumour/cancer,Phase 1
D0D4UT,Solid tumour/cancer,Phase 1
D0F1OG,Solid tumour/cancer,Investigative
D0I4QA,Solid tumour/cancer,Phase 1
D0T4ZW,Solid tumour/cancer,Investigative
D0UK7B,Solid tumour/cancer,Phase 1
D0Y5ED,Solid tumour/cancer,Phase 1
D05XTO,Solid tumour/cancer,Terminated
D07PAY,Solid tumour/cancer,Terminated
D08SZO,Solid tumour/cancer,Investigative
D09DLN,Solid tumour/cancer,Terminated
D0E7BP,Solid tumour/cancer,Terminated
D0H2AM,Solid tumour/cancer,Terminated
D0I9AR,Solid tumour/cancer,Terminated
D0V3WQ,Solid tumour/cancer,Terminated
D0W3OQ,Solid tumour/cancer,Terminated
D0B6DV,Solid tumour/cancer,Investigative
DF8M1T,Solid tumour/cancer,Phase 1
D01PBW,Solid tumour/cancer,Phase 2
D09CLC,Solid tumour/cancer,Phase 1
D0B4MK,Solid tumour/cancer,Phase 1/2
D00HUZ,Solid tumour/cancer,Phase 2
D01GTB,Solid tumour/cancer,Discontinued in Phase 1
D01MQP,Solid tumour/cancer,Phase 1/2
D02CWZ,Solid tumour/cancer,Investigative
D02ONT,Solid tumour/cancer,Phase 1
D02TLO,Solid tumour/cancer,Approved
D03DKR,Solid tumour/cancer,Phase 1
D05BTR,Solid tumour/cancer,Discontinued in Phase 2
D05XUY,Solid tumour/cancer,Phase 2
D07NGJ,Solid tumour/cancer,Discontinued in Phase 1
D09URP,Solid tumour/cancer,Phase 1
D09WND,Solid tumour/cancer,Phase 2
D0AH6V,Solid tumour/cancer,Phase 1/2
D0B9EJ,Solid tumour/cancer,Approved
D0CT9C,Solid tumour/cancer,Approved
D0D6SZ,Solid tumour/cancer,Phase 2
D0D7XM,Solid tumour/cancer,Phase 1
D0E1HF,Solid tumour/cancer,Phase 1
D0E5DB,Solid tumour/cancer,Phase 3
D0G2JZ,Solid tumour/cancer,Terminated
D0G6XC,Solid tumour/cancer,Discontinued in Phase 1
D0H0SJ,Solid tumour/cancer,Approved
D0H2JQ,Solid tumour/cancer,Discontinued in Phase 2
D0J0PR,Solid tumour/cancer,Discontinued in Phase 2
D0K8HF,Solid tumour/cancer,Discontinued in Phase 1
D0L5BK,Solid tumour/cancer,Discontinued in Phase 3
D0M0VN,Solid tumour/cancer,Discontinued in Phase 2
D0M7PU,Solid tumour/cancer,Phase 2
D0N3RK,Solid tumour/cancer,Phase 2
D0NK2U,Solid tumour/cancer,Discontinued in Phase 1
D0NS8T,Solid tumour/cancer,Phase 2
D0O1MP,Solid tumour/cancer,Discontinued in Phase 2
D0P8IV,Solid tumour/cancer,Approved
D0PR6H,Solid tumour/cancer,Phase 1
D0R3HX,Solid tumour/cancer,Discontinued in Phase 1
D0R7GL,Solid tumour/cancer,Terminated
D0RT5T,Solid tumour/cancer,Discontinued in Phase 3
D0S0XS,Solid tumour/cancer,Discontinued in Phase 1
D0U5HU,Solid tumour/cancer,Approved
D0V5JO,Solid tumour/cancer,Phase 1
D0VO6J,Solid tumour/cancer,Phase 2
D0X0PQ,Solid tumour/cancer,Phase 2
D0X3CD,Solid tumour/cancer,Phase 1
D0X5UH,Solid tumour/cancer,Discontinued in Phase 2
D0Y0GH,Solid tumour/cancer,Approved
D0Y7HW,Solid tumour/cancer,Discontinued in Phase 1
DQ9OL5,Solid tumour/cancer,Phase 1/2
D0XQ1W,Solid tumour/cancer,Discontinued in Phase 1
D0S7CP,Solid tumour/cancer,Investigative
D03OIO,Solid tumour/cancer,Phase 1
D09YUK,Solid tumour/cancer,Discontinued in Phase 1
D09YXN,Solid tumour/cancer,Phase 1
D0HW1L,Solid tumour/cancer,Phase 1/2
D0P5MG,Solid tumour/cancer,Phase 1
D8AI0N,Solid tumour/cancer,Preclinical
D0S2YX,Solid tumour/cancer,Discontinued in Phase 1
D0A5MC,Solid tumour/cancer,Phase 1
D0L3RO,Solid tumour/cancer,Phase 1
D0S4JK,Solid tumour/cancer,Phase 3
D3QEZ2,Solid tumour/cancer,Phase 1/2
D6FX2G,Solid tumour/cancer,Phase 1
D1CG5M,Solid tumour/cancer,Phase 2
D79HBK,Solid tumour/cancer,Phase 1/2
D02WEL,Solid tumour/cancer,Terminated
D0S0MP,Solid tumour/cancer,Phase 2
D0A2BO,Solid tumour/cancer,Phase 2
D0JV8Q,Solid tumour/cancer,Investigative
D0L7WS,Solid tumour/cancer,Phase 1
D0OT1S,Solid tumour/cancer,Investigative
D00DPP,Solid tumour/cancer,Phase 2
D0R7HL,Solid tumour/cancer,Phase 1/2
D0C6RM,Solid tumour/cancer,Phase 1
D04DYA,Solid tumour/cancer,Investigative
D02VFB,Solid tumour/cancer,Discontinued in Phase 3
D04HVB,Solid tumour/cancer,Discontinued in Phase 2
D06YGP,Solid tumour/cancer,Preclinical
D09BDK,Solid tumour/cancer,Investigative
D0GY3R,Solid tumour/cancer,Investigative
D0JO8Z,Solid tumour/cancer,Approved
D06BBF,Solid tumour/cancer,Investigative
D06YFT,Solid tumour/cancer,Preclinical
D08XDL,Solid tumour/cancer,Phase 1
D0C4PB,Solid tumour/cancer,Phase 1
D0DP5I,Solid tumour/cancer,Phase 1
D0G7MV,Solid tumour/cancer,Phase 2
D0N4VB,Solid tumour/cancer,Phase 1
DGCQ13,Solid tumour/cancer,Phase 1
D0IZ1A,Solid tumour/cancer,Phase 1
D0J9IH,Solid tumour/cancer,Phase 2
D0DT2S,Solid tumour/cancer,Phase 1
DOD24G,Solid tumour/cancer,Phase 1/2
D08HZN,Solid tumour/cancer,Investigative
D03HGW,Solid tumour/cancer,Investigative
D0Z7IW,Solid tumour/cancer,Phase 2
D03SXI,Solid tumour/cancer,Phase 1/2
D0E5WX,Solid tumour/cancer,Phase 2
D0ZO5K,Solid tumour/cancer,Phase 1
D9SL1N,Solid tumour/cancer,Phase 1
DBZ87Q,Solid tumour/cancer,Phase 1
D07WYI,Solid tumour/cancer,Phase 2
D0I1ZB,Solid tumour/cancer,Investigative
D0A5MI,Solid tumour/cancer,Discontinued in Phase 2
D0B1MJ,Solid tumour/cancer,Discontinued in Phase 2
D0H0EM,Solid tumour/cancer,Discontinued in Phase 3
D02FTV,Solid tumour/cancer,Phase 2
DO3E7R,Solid tumour/cancer,Phase 1
D0X4IO,Solid tumour/cancer,Investigative
D0U1DU,Solid tumour/cancer,Investigative
D01ZLR,Solid tumour/cancer,Phase 1
D02ZMB,Solid tumour/cancer,Phase 2
D06NAG,Solid tumour/cancer,Phase 2
D2QY0Z,Solid tumour/cancer,Phase 1
D3HBJ1,Solid tumour/cancer,Phase 1
D4BC6I,Solid tumour/cancer,Phase 1
D4HDR2,Solid tumour/cancer,Phase 1
DA1X5W,Solid tumour/cancer,Phase 1
DB91HQ,Solid tumour/cancer,Phase 1/2
DK6S3G,Solid tumour/cancer,Phase 1
DL9ZT4,Solid tumour/cancer,Phase 1
DOA3J0,Solid tumour/cancer,Phase 1
D04PPE,Solid tumour/cancer,Investigative
D05RFC,Solid tumour/cancer,Investigative
D0T3DO,Solid tumour/cancer,Phase 1
D0E9CD,Solid tumour/cancer,Approved
D02IYC,Solid tumour/cancer,Phase 1
D03ZSA,Solid tumour/cancer,Phase 1
D0A3WJ,Solid tumour/cancer,Phase 1/2
D4L3IZ,Solid tumour/cancer,Phase 1
D7TV5I,Solid tumour/cancer,Phase 1
DL07ZP,Solid tumour/cancer,Phase 1
D7J2NK,Solid tumour/cancer,Phase 1
D00BVJ,Solid tumour/cancer,Phase 1
D00JIV,Solid tumour/cancer,Investigative
D03FIE,Solid tumour/cancer,Investigative
D03KAC,Solid tumour/cancer,Phase 2
D03KHN,Solid tumour/cancer,Phase 2
D07MEX,Solid tumour/cancer,Phase 1/2
D07PMP,Solid tumour/cancer,Investigative
D08QGT,Solid tumour/cancer,Phase 2
D08RBS,Solid tumour/cancer,Investigative
D0AW5T,Solid tumour/cancer,Phase 2
D0GW8X,Solid tumour/cancer,Phase 2
D0I3LO,Solid tumour/cancer,Phase 1
D0O1LD,Solid tumour/cancer,Phase 1
D0R1VU,Solid tumour/cancer,Phase 1
D0R8ID,Solid tumour/cancer,Phase 1
D0V0DI,Solid tumour/cancer,Phase 3
D04ATE,Solid tumour/cancer,Investigative
D06EBJ,Solid tumour/cancer,Investigative
D08XQV,Solid tumour/cancer,Phase 1/2
D0E5JC,Solid tumour/cancer,Phase 1
D0I4OX,Solid tumour/cancer,Discontinued in Phase 1
D0O2XQ,Solid tumour/cancer,Phase 1/2
D3KZ6M,Solid tumour/cancer,Phase 1
D01ORM,Solid tumour/cancer,Discontinued in Phase 2
D01UGG,Solid tumour/cancer,Phase 2
D03AZR,Solid tumour/cancer,Phase 2
D03FVS,Solid tumour/cancer,Phase 2
D03OFN,Solid tumour/cancer,Phase 1
D03WPI,Solid tumour/cancer,Discontinued in Phase 2
D04BSV,Solid tumour/cancer,Phase 1/2
D05BIN,Solid tumour/cancer,Phase 1/2
D07VPG,Solid tumour/cancer,Discontinued in Phase 2
D08FPM,Solid tumour/cancer,Approved
D09OZC,Solid tumour/cancer,Approved
D09WRI,Solid tumour/cancer,Discontinued in Phase 2
D0B7CZ,Solid tumour/cancer,Discontinued in Phase 1
D0B7EB,Solid tumour/cancer,Approved
D0C3CZ,Solid tumour/cancer,Phase 2
D0C9XJ,Solid tumour/cancer,Approved
D0E2LA,Solid tumour/cancer,Phase 1
D0E3EY,Solid tumour/cancer,Phase 2
D0K2CR,Solid tumour/cancer,Preclinical
D0M2WQ,Solid tumour/cancer,Phase 2
D0R3JB,Solid tumour/cancer,Approved
D0T3CE,Solid tumour/cancer,Discontinued in Phase 2
D07KOR,Solid tumour/cancer,Discontinued in Phase 1
D01FYA,Solid tumour/cancer,Phase 1
D0F3NF,Solid tumour/cancer,Phase 1
D02MUA,Solid tumour/cancer,Phase 1
D09HFJ,Solid tumour/cancer,Phase 1
D0U6XE,Solid tumour/cancer,Phase 1
D0V7QO,Solid tumour/cancer,Phase 1
D08SUQ,Solid tumour/cancer,Discontinued in Phase 1
D0AA2X,Solid tumour/cancer,Investigative
D0C2BP,Solid tumour/cancer,Phase 1
DN62IU,Solid tumour/cancer,Phase 1
D05MOZ,Solid tumour/cancer,Phase 2
D0M1NS,Solid tumour/cancer,Investigative
D0N6QB,Solid tumour/cancer,Phase 1
D2Y9IG,Solid tumour/cancer,Phase 1
D09WKM,Solid tumour/cancer,Phase 1
D07XOV,Solid tumour/cancer,Phase 1/2
D03BYM,Solid tumour/cancer,Phase 1
D06DMQ,Solid tumour/cancer,Phase 1
D0G0BJ,Solid tumour/cancer,Investigative
D0H9DA,Solid tumour/cancer,Phase 1
D0IE9L,Solid tumour/cancer,Phase 1
D3OWG9,Solid tumour/cancer,Phase 1
DAD65R,Solid tumour/cancer,Phase 1/2
D0NW8C,Solid tumour/cancer,Phase 1
D0XD4I,Solid tumour/cancer,Phase 1
DFZJ79,Solid tumour/cancer,Phase 1
DKCI94,Solid tumour/cancer,Phase 1
D05CGH,Solid tumour/cancer,Investigative
D06XLC,Solid tumour/cancer,Investigative
D08VMW,Solid tumour/cancer,Investigative
D09VAB,Solid tumour/cancer,Investigative
D0M0KB,Solid tumour/cancer,Discontinued in Phase 1
D0Y7VM,Solid tumour/cancer,Investigative
D01CUO,Solid tumour/cancer,Phase 1
D09JYL,Solid tumour/cancer,Phase 1/2
D0J7UL,Solid tumour/cancer,Phase 1
D1WB6Z,Solid tumour/cancer,Phase 1/2
DA4W1I,Solid tumour/cancer,Phase 1/2
DEUC70,Solid tumour/cancer,Phase 1
DI8WC4,Solid tumour/cancer,Phase 1
DTHR46,Solid tumour/cancer,Phase 1
DY7D9A,Solid tumour/cancer,Phase 1
D06DUS,Solid tumour/cancer,Phase 1
DS6BE2,Solid tumour/cancer,Phase 1
D04ZQB,Solid tumour/cancer,Phase 1
D08MHM,Solid tumour/cancer,Phase 1
DQ9B8C,Solid tumour/cancer,Phase 1
D03ZAE,Solid tumour/cancer,Phase 3
D06CWM,Solid tumour/cancer,Investigative
D0B6BQ,Solid tumour/cancer,Terminated
D0LD8U,Solid tumour/cancer,Investigative
D0R3VK,Solid tumour/cancer,Phase 1
DL5UR0,Solid tumour/cancer,Phase 1
D03TTT,Solid tumour/cancer,Investigative
D04AZM,Solid tumour/cancer,Phase 1
D05HTS,Solid tumour/cancer,Phase 2
D0C0ZC,Solid tumour/cancer,Investigative
D0G0PU,Solid tumour/cancer,Phase 1
D0M5XN,Solid tumour/cancer,Phase 1/2
D0XL8W,Solid tumour/cancer,Phase 1
D0Z2FD,Solid tumour/cancer,Phase 1
DIS4N5,Solid tumour/cancer,Phase 1
D0N6VS,Solid tumour/cancer,Phase 1
D2KOX5,Solid tumour/cancer,Phase 1
D4JU8H,Solid tumour/cancer,Phase 1
DC37YW,Solid tumour/cancer,Phase 1/2
DO7D1L,Solid tumour/cancer,Phase 1
DQ4OU8,Solid tumour/cancer,Phase 1
DQ6J0W,Solid tumour/cancer,Phase 1
DTYQ45,Solid tumour/cancer,Phase 1
DUA7N4,Solid tumour/cancer,Phase 1
D0X8TS,Solid tumour/cancer,Phase 1
D09PPU,Solid tumour/cancer,Phase 1
D0PE3Z,Solid tumour/cancer,Phase 1
DXF93J,Solid tumour/cancer,Phase 1
D0AC8W,Solid tumour/cancer,Phase 2
D0Q8DM,Solid tumour/cancer,Discontinued in Phase 1
D0ZVM5,Solid tumour/cancer,Phase 1/2
D59BZJ,Solid tumour/cancer,Investigative
DD25UM,Solid tumour/cancer,Phase 2
D00GPQ,Solid tumour/cancer,Phase 2
D0X9HB,Solid tumour/cancer,Phase 2
D04RRZ,Solid tumour/cancer,Phase 3
D08HSS,Solid tumour/cancer,Phase 1
D0A8AU,Solid tumour/cancer,Phase 1
D0GF2R,Solid tumour/cancer,Phase 2
D0K7SX,Solid tumour/cancer,Approved
D0KP9A,Solid tumour/cancer,Phase 1
D0LS9E,Solid tumour/cancer,Phase 2
D0LU1O,Solid tumour/cancer,Phase 1
D0OK1S,Solid tumour/cancer,Patented
D0WQ9X,Solid tumour/cancer,Patented
